old_id,old_name,action,new_id,new_name,reason
8192,牛肉羊肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8193,薄荷草,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8194,方形蛋糕模,DROP,,,烘焙或乳制加工食品
8195,萃取液,DROP,,,不属于指南允许的基础原生食材类别
8196,多少毛豆,DROP,,,数量或单位残留且无法可靠恢复原食材
8197,皮即可水,DROP,,,不属于指南允许的基础原生食材类别
8198,巧克力香缇,DROP,,,烘焙或乳制加工食品
8199,红豆慕斯,DROP,,,成品、半成品或加工食品
8200,一倍水,DROP,,,不属于指南允许的基础原生食材类别
8201,大葱大蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8202,人数定面粉,DROP,,,成品、半成品或加工食品
8203,总重牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8204,浸泡葡萄干,DROP,,,成品、半成品或加工食品
8205,带皮三文鱼,MERGE,86,三文鱼,去除确定的鲜冻/去皮去骨描述
8206,混合坚果仁,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8207,色面团食材,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8208,香草提取液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8209,肉眼,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8210,鸡辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8211,裤带面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8212,分肥猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8213,全麦低筋面粉,DROP,,,成品、半成品或加工食品
8214,客家豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
8215,连皮,DROP,,,不属于指南允许的基础原生食材类别
8216,其一,DROP,,,不属于指南允许的基础原生食材类别
8217,骨去皮鸡腿肉,DROP,,,不属于指南允许的基础原生食材类别
8218,麵包,DROP,,,不属于指南允许的基础原生食材类别
8219,头姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8220,可以多点,DROP,,,不属于指南允许的基础原生食材类别
8221,味鸡胸肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8222,多少火腿肠,DROP,,,加工肉制品
8223,熟饺子,DROP,,,成品、半成品或加工食品
8224,冰酒,DROP,,,调味料不进入基础原生食材表
8225,后黑木耳,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8226,功效,DROP,,,不属于指南允许的基础原生食材类别
8227,碎消化饼干,DROP,,,烘焙或乳制加工食品
8228,汉堡坯子,DROP,,,成品、半成品或加工食品
8229,果干类,DROP,,,成品、半成品或加工食品
8230,燕麦面粉,DROP,,,成品、半成品或加工食品
8231,多少口蘑,DROP,,,数量或单位残留且无法可靠恢复原食材
8232,口味酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8233,克蓝莓,MERGE,55,蓝莓,去除确定的鲜冻/去皮去骨描述
8234,姜葱干辣椒,DROP,,,调味料不进入基础原生食材表
8235,多少粉干,DROP,,,数量或单位残留且无法可靠恢复原食材
8236,青小米椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8237,小草莓,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8238,蛋蛋液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8239,大豆蛋白,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8240,干净纱布,DROP,,,不属于指南允许的基础原生食材类别
8241,子酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8242,雪梨膏,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8243,多少牛肉丸,DROP,,,成品、半成品或加工食品
8244,龙井绿茶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8245,薄脆饼,DROP,,,不属于指南允许的基础原生食材类别
8246,色巧克力泥,DROP,,,烘焙或乳制加工食品
8247,潮汕菜脯,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8248,头西兰花,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8249,猪五花肉馅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8250,蒜瓣大蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8251,表面黑芝麻,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8252,非必需,DROP,,,不属于指南允许的基础原生食材类别
8253,自己定,DROP,,,不属于指南允许的基础原生食材类别
8254,碎洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8255,情况鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8256,海参纯净水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8257,青柠檬皮,DROP,,,不属于指南允许的基础原生食材类别
8258,黑橄榄圈,DROP,,,不属于指南允许的基础原生食材类别
8259,陷料,DROP,,,不属于指南允许的基础原生食材类别
8260,一定要加,DROP,,,不属于指南允许的基础原生食材类别
8261,四季春茶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8262,冬菇干,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8263,奥尔良鸡翅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8264,芝士酸奶,DROP,,,烘焙或乳制加工食品
8265,甜南瓜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8266,蒜蓉葱花,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8267,多芹菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8268,骨羊排,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8269,干燕盏,DROP,,,不属于指南允许的基础原生食材类别
8270,方式,DROP,,,不属于指南允许的基础原生食材类别
8271,多干辣椒,DROP,,,调味料不进入基础原生食材表
8272,慕斯蛋糕底,DROP,,,烘焙或乳制加工食品
8273,黄瓜切片,REVIEW,,,形态描述存在，但原始食材无法确定
8274,肉切大块,REVIEW,,,形态描述存在，但原始食材无法确定
8275,白芸豆馅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8276,鱼面筋,DROP,,,成品、半成品或加工食品
8277,栀子黄色粉,DROP,,,不属于指南允许的基础原生食材类别
8278,大苹果,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8279,鱼肝,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8280,海鲜蔬菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8281,过滤器,DROP,,,不属于指南允许的基础原生食材类别
8282,自己口味小米椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8283,五花肉卷,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8284,蒜毫,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8285,蕃茄醬,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8286,银耳银耳,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8287,馬蹄粉,DROP,,,不属于指南允许的基础原生食材类别
8288,红烧肉罐头,DROP,,,成品、半成品或加工食品
8289,各种颜色,DROP,,,不属于指南允许的基础原生食材类别
8290,薄荷精,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8291,混合意大利香料,DROP,,,不属于指南允许的基础原生食材类别
8292,胡萝卜玉米青豆,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8293,灯影牛肉丝,REVIEW,,,形态描述存在，但原始食材无法确定
8294,酒渍果干,DROP,,,成品、半成品或加工食品
8295,定年糕,DROP,,,成品、半成品或加工食品
8296,芝士切片,DROP,,,烘焙或乳制加工食品
8297,橙皮茸,DROP,,,不属于指南允许的基础原生食材类别
8298,饭量意大利面,DROP,,,成品、半成品或加工食品
8299,少大蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8300,面团牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8301,红芯火龙果,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8302,煨肉料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8303,小米椒圈,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8304,具体,DROP,,,不属于指南允许的基础原生食材类别
8305,少放水,DROP,,,不属于指南允许的基础原生食材类别
8306,香菇蒂,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8307,供参考,DROP,,,不属于指南允许的基础原生食材类别
8308,手指蛋糕,DROP,,,烘焙或乳制加工食品
8309,种量,DROP,,,不属于指南允许的基础原生食材类别
8310,粉即可水,DROP,,,不属于指南允许的基础原生食材类别
8311,台贺方块酥,DROP,,,不属于指南允许的基础原生食材类别
8312,上火,DROP,,,不属于指南允许的基础原生食材类别
8313,球香草冰淇淋,DROP,,,成品、半成品或加工食品
8314,鸡蛋清鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8315,鸡蛋清鸡蛋清,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8316,海绵杯子蛋糕,DROP,,,烘焙或乳制加工食品
8317,黄桃水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8318,少猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8319,多来点,DROP,,,不属于指南允许的基础原生食材类别
8320,篮子,DROP,,,不属于指南允许的基础原生食材类别
8321,子胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8322,所料,DROP,,,不属于指南允许的基础原生食材类别
8323,海椒粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8324,其他原料,DROP,,,不属于指南允许的基础原生食材类别
8325,满面粉,DROP,,,成品、半成品或加工食品
8326,芝士鳕鱼肠,DROP,,,烘焙或乳制加工食品
8327,龙蒿,DROP,,,不属于指南允许的基础原生食材类别
8328,你想吃,DROP,,,不属于指南允许的基础原生食材类别
8329,绿薄荷,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8330,食量米粉,DROP,,,成品、半成品或加工食品
8331,春饼皮,DROP,,,不属于指南允许的基础原生食材类别
8332,和坚果,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
8333,芸豆馅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8334,定牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8335,生姜葱蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8336,火锅底,DROP,,,不属于指南允许的基础原生食材类别
8337,全瘦肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8338,煎三文鱼,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8339,多点姜末,REVIEW,,,形态描述存在，但原始食材无法确定
8340,热带水果,DROP,,,不属于指南允许的基础原生食材类别
8341,肉葱姜蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8342,巧克力芝士层,DROP,,,烘焙或乳制加工食品
8343,炒肉末,REVIEW,,,形态描述存在，但原始食材无法确定
8344,咖啡奶油馅,DROP,,,烘焙或乳制加工食品
8345,花叶,DROP,,,不属于指南允许的基础原生食材类别
8346,那么大南瓜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8347,鸭蛋鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8348,种类,DROP,,,不属于指南允许的基础原生食材类别
8349,食量胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8350,香炖肉料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8351,茶叶包,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8352,花生酱粉,DROP,,,不属于指南允许的基础原生食材类别
8353,了馄饨皮,DROP,,,成品、半成品或加工食品
8354,巧克力奶油馅,DROP,,,烘焙或乳制加工食品
8355,尖头辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8356,泰国西米,DROP,,,成品、半成品或加工食品
8357,巧克力膏,DROP,,,烘焙或乳制加工食品
8358,森芝士粉,DROP,,,烘焙或乳制加工食品
8359,打豆浆剩下豆渣,DROP,,,成品、半成品或加工食品
8360,麻薯面包预拌粉,DROP,,,烘焙或乳制加工食品
8361,电动搅拌器,DROP,,,工具、包装或操作说明
8362,小三角奶酪,DROP,,,烘焙或乳制加工食品
8363,小块生姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8364,水浸吞拿鱼罐头,DROP,,,成品、半成品或加工食品
8365,即时燕麦片,REVIEW,,,形态描述存在，但原始食材无法确定
8366,苦荞蛋糕粉,DROP,,,烘焙或乳制加工食品
8367,运动,DROP,,,不属于指南允许的基础原生食材类别
8368,料一包,DROP,,,不属于指南允许的基础原生食材类别
8369,一个蛋黄,MERGE,72,蛋黄,修复数量/单位残留
8370,拉面面条,DROP,,,成品、半成品或加工食品
8371,可以加,DROP,,,不属于指南允许的基础原生食材类别
8372,天然果蔬粉,DROP,,,不属于指南允许的基础原生食材类别
8373,椒干辣椒,DROP,,,调味料不进入基础原生食材表
8374,气泡矿泉水,DROP,,,不属于指南允许的基础原生食材类别
8375,材料减半,DROP,,,不属于指南允许的基础原生食材类别
8376,调教,DROP,,,不属于指南允许的基础原生食材类别
8377,牛肉汤粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8378,所需面粉,DROP,,,成品、半成品或加工食品
8379,麻辣蘸料,DROP,,,不属于指南允许的基础原生食材类别
8380,包好饺子,DROP,,,成品、半成品或加工食品
8381,料相同,DROP,,,不属于指南允许的基础原生食材类别
8382,牛排料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8383,比较大,DROP,,,不属于指南允许的基础原生食材类别
8384,普通面粉面粉,DROP,,,成品、半成品或加工食品
8385,手工拉面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8386,刚好水,DROP,,,不属于指南允许的基础原生食材类别
8387,手工年糕,DROP,,,成品、半成品或加工食品
8388,设备,DROP,,,不属于指南允许的基础原生食材类别
8389,就好生菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8390,腿肉猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8391,子葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8392,帕玛臣芝士,DROP,,,烘焙或乳制加工食品
8393,碎辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8394,三角奶油奶酪,DROP,,,烘焙或乳制加工食品
8395,一汤匙,DROP,,,不属于指南允许的基础原生食材类别
8396,盘花生,DROP,,,不属于指南允许的基础原生食材类别
8397,下来,DROP,,,不属于指南允许的基础原生食材类别
8398,云吞面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8399,牛肉味,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8400,草莓切块,REVIEW,,,形态描述存在，但原始食材无法确定
8401,原制干酪,DROP,,,不属于指南允许的基础原生食材类别
8402,法芙娜,DROP,,,不属于指南允许的基础原生食材类别
8403,肉类蔬菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8404,费南雪,DROP,,,不属于指南允许的基础原生食材类别
8405,白面包糠,DROP,,,烘焙或乳制加工食品
8406,黄梨,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8407,了饺子皮,DROP,,,成品、半成品或加工食品
8408,一款,DROP,,,不属于指南允许的基础原生食材类别
8409,营养米粉,DROP,,,成品、半成品或加工食品
8410,胡萝卜葱花,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8411,芝麻核桃,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8412,混合杂粮,DROP,,,不属于指南允许的基础原生食材类别
8413,生姜蒜头,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8414,吧豆角,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8415,碎沫,DROP,,,不属于指南允许的基础原生食材类别
8416,洋葱葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8417,新疆灰枣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8418,大骨头,DROP,,,不属于指南允许的基础原生食材类别
8419,研磨成粉,DROP,,,不属于指南允许的基础原生食材类别
8420,米粉米粉,DROP,,,成品、半成品或加工食品
8421,研磨香料,DROP,,,不属于指南允许的基础原生食材类别
8422,元茜,DROP,,,不属于指南允许的基础原生食材类别
8423,水矿泉水,DROP,,,不属于指南允许的基础原生食材类别
8424,卷饼皮,DROP,,,不属于指南允许的基础原生食材类别
8425,白蘿蔔,DROP,,,不属于指南允许的基础原生食材类别
8426,巧克力可可粉,DROP,,,烘焙或乳制加工食品
8427,完了,DROP,,,不属于指南允许的基础原生食材类别
8428,皮蛋肠,DROP,,,成品、半成品或加工食品
8429,紫色茄子,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8430,鲣鱼干,DROP,,,成品、半成品或加工食品
8431,水蛋黄液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8432,圆挂面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8433,辣肉松,DROP,,,加工肉制品
8434,粗意大利面,DROP,,,成品、半成品或加工食品
8435,红椒尖椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8436,隔夜,DROP,,,不属于指南允许的基础原生食材类别
8437,白巧克力淋面,DROP,,,烘焙或乳制加工食品
8438,红绿小尖椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8439,冻丸子,DROP,,,成品、半成品或加工食品
8440,虾米瑶柱,DROP,,,成品、半成品或加工食品
8441,什么香料,DROP,,,不属于指南允许的基础原生食材类别
8442,酿油豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
8443,奶油雪糕,DROP,,,烘焙或乳制加工食品
8444,冬瓜冬瓜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8445,卡彭芝士,DROP,,,烘焙或乳制加工食品
8446,蒜片干辣椒,DROP,,,调味料不进入基础原生食材表
8447,人数定鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8448,啦鸡翅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8449,菜生菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8450,脆萝卜,KEEP,503,脆萝卜,符合基础原生食材定义
8451,小吃,DROP,,,不属于指南允许的基础原生食材类别
8452,两个蛋黄鸡蛋,DROP,,,数量或单位残留且无法可靠恢复原食材
8453,粉干辣椒,DROP,,,调味料不进入基础原生食材表
8454,豌豆胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8455,米饭米,DROP,,,成品、半成品或加工食品
8456,几只虾,MERGE,583,虾,修复数量/单位残留
8457,干燥,DROP,,,不属于指南允许的基础原生食材类别
8458,兴化米粉,DROP,,,成品、半成品或加工食品
8459,尖椒胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8460,蛋清量蛋清,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8461,鲜乌冬面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8462,锐澳鸡尾酒,DROP,,,调味料不进入基础原生食材表
8463,也行姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8464,可可利口酒,DROP,,,调味料不进入基础原生食材表
8465,预留牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8466,是面粉一半水,DROP,,,成品、半成品或加工食品
8467,柴锅豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
8468,没加,DROP,,,不属于指南允许的基础原生食材类别
8469,炒香白芝麻,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8470,再加鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8471,大号,DROP,,,不属于指南允许的基础原生食材类别
8472,相同,DROP,,,不属于指南允许的基础原生食材类别
8473,花边,DROP,,,不属于指南允许的基础原生食材类别
8474,新竹米粉,DROP,,,成品、半成品或加工食品
8475,果珍粉,DROP,,,不属于指南允许的基础原生食材类别
8476,意大利螺旋面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8477,料姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8478,甜豆浆,DROP,,,成品、半成品或加工食品
8479,两人吃,DROP,,,不属于指南允许的基础原生食材类别
8480,人吃,DROP,,,不属于指南允许的基础原生食材类别
8481,即食水果燕麦片,DROP,,,成品、半成品或加工食品
8482,发酵火腿,DROP,,,加工肉制品
8483,新鲜虾仁,MERGE,41,虾仁,去除确定的鲜冻/去皮去骨描述
8484,最下面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8485,通江银耳,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8486,香大蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8487,大小苹果,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8488,皮五花肉,DROP,,,不属于指南允许的基础原生食材类别
8489,迷失香,DROP,,,不属于指南允许的基础原生食材类别
8490,全蛋液蛋液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8491,克姜末,REVIEW,,,形态描述存在，但原始食材无法确定
8492,清水豆沙,DROP,,,成品、半成品或加工食品
8493,了包菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8494,素肉馅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8495,了排骨,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8496,口味烧烤料,DROP,,,不属于指南允许的基础原生食材类别
8497,火龙果水果,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8498,多来点蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8499,几个都行鸡蛋,DROP,,,数量或单位残留且无法可靠恢复原食材
8500,纯牛奶纯牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8501,慕斯夹心,DROP,,,成品、半成品或加工食品
8502,味方便面,DROP,,,成品、半成品或加工食品
8503,下五花肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8504,老卤汤,DROP,,,不属于指南允许的基础原生食材类别
8505,甜椒红甜椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8506,鸡蛋很小,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8507,粉低粉,DROP,,,不属于指南允许的基础原生食材类别
8508,葡萄皮,DROP,,,不属于指南允许的基础原生食材类别
8509,室温鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8510,功能,DROP,,,不属于指南允许的基础原生食材类别
8511,定饺子皮,DROP,,,成品、半成品或加工食品
8512,叉燒醬,DROP,,,不属于指南允许的基础原生食材类别
8513,谷物面包,DROP,,,烘焙或乳制加工食品
8514,其他调味粉,DROP,,,不属于指南允许的基础原生食材类别
8515,准备配菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8516,鱼香肉丝,REVIEW,,,形态描述存在，但原始食材无法确定
8517,下面粉,DROP,,,成品、半成品或加工食品
8518,字母面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8519,刀削挂面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8520,晒干,DROP,,,不属于指南允许的基础原生食材类别
8521,馅豆沙馅,DROP,,,成品、半成品或加工食品
8522,一壶备开水,DROP,,,不属于指南允许的基础原生食材类别
8523,高菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8524,瑞士大孔奶酪,DROP,,,烘焙或乳制加工食品
8525,泉水,DROP,,,不属于指南允许的基础原生食材类别
8526,粉鸡蛋一个,DROP,,,数量或单位残留且无法可靠恢复原食材
8527,芝士鸡蛋,DROP,,,烘焙或乳制加工食品
8528,混合果仁,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8529,就好白芝麻,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8530,肉里脊肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8531,宝宝,DROP,,,不属于指南允许的基础原生食材类别
8532,色拉菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8533,熟芋头,DROP,,,成品、半成品或加工食品
8534,辣椒生姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8535,总和,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
8536,蔬菜丸子,DROP,,,成品、半成品或加工食品
8537,层配方,DROP,,,不属于指南允许的基础原生食材类别
8538,爱吃啥放啥,DROP,,,不属于指南允许的基础原生食材类别
8539,糊面粉,DROP,,,成品、半成品或加工食品
8540,辣榨菜,DROP,,,不属于指南允许的基础原生食材类别
8541,泰国米粉,DROP,,,成品、半成品或加工食品
8542,底座,DROP,,,不属于指南允许的基础原生食材类别
8543,多少克年糕,DROP,,,成品、半成品或加工食品
8544,参考,DROP,,,不属于指南允许的基础原生食材类别
8545,海鲜粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8546,一大堆,DROP,,,不属于指南允许的基础原生食材类别
8547,水泡发,DROP,,,不属于指南允许的基础原生食材类别
8548,鲜蘑菇切片,REVIEW,,,形态描述存在，但原始食材无法确定
8549,螺旋藻粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8550,了干辣椒,DROP,,,调味料不进入基础原生食材表
8551,蛋鸡蛋清,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8552,凉水水,DROP,,,不属于指南允许的基础原生食材类别
8553,自己量面条,DROP,,,成品、半成品或加工食品
8554,可密封玻璃瓶,DROP,,,不属于指南允许的基础原生食材类别
8555,就行柠檬,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8556,几颗鸡蛋,DROP,,,数量或单位残留且无法可靠恢复原食材
8557,黑麦酵种,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8558,机全脂牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8559,新鲜果蔬,DROP,,,不属于指南允许的基础原生食材类别
8560,沙琪玛,DROP,,,不属于指南允许的基础原生食材类别
8561,黑茶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8562,多加点,DROP,,,不属于指南允许的基础原生食材类别
8563,熟透柿子,DROP,,,成品、半成品或加工食品
8564,西多士,DROP,,,不属于指南允许的基础原生食材类别
8565,公鸡一只,DROP,,,数量或单位残留且无法可靠恢复原食材
8566,新疆大枣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8567,油条蓬松剂,DROP,,,成品、半成品或加工食品
8568,玉米颗粒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8569,泡菜辣白菜,DROP,,,成品、半成品或加工食品
8570,冲泡奶粉,DROP,,,烘焙或乳制加工食品
8571,任何干果,DROP,,,不属于指南允许的基础原生食材类别
8572,木棒,DROP,,,不属于指南允许的基础原生食材类别
8573,了红枣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8574,白萝卜切片,REVIEW,,,形态描述存在，但原始食材无法确定
8575,夏巴塔,DROP,,,不属于指南允许的基础原生食材类别
8576,多少白萝卜,DROP,,,数量或单位残留且无法可靠恢复原食材
8577,白萝卜萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8578,牛奶鸡蛋,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
8579,重水,DROP,,,不属于指南允许的基础原生食材类别
8580,小米椒辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8581,核桃豆浆,DROP,,,成品、半成品或加工食品
8582,旺仔,DROP,,,不属于指南允许的基础原生食材类别
8583,蒜末姜片,REVIEW,,,形态描述存在，但原始食材无法确定
8584,绿色奇异果,DROP,,,不属于指南允许的基础原生食材类别
8585,碎奶酪,DROP,,,烘焙或乳制加工食品
8586,堆各种丸子,DROP,,,成品、半成品或加工食品
8587,可多放蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8588,多少面面粉,DROP,,,成品、半成品或加工食品
8589,一根香肠,DROP,,,加工肉制品
8590,微辣,DROP,,,不属于指南允许的基础原生食材类别
8591,黄瓜西红柿,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8592,慕斯馅牛奶,DROP,,,成品、半成品或加工食品
8593,面类,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
8594,一样多水,DROP,,,不属于指南允许的基础原生食材类别
