id,calendar_id,level,time_name,season,category,name,note,recommendation_reason,source,entity_type,catalog_ingredient_id,core_ingredient_id,match_status
SF0520,节气-立秋,节气,立秋,秋,食材,柠檬,,酸香清爽的坏血病克星,用户参考,ingredient,22,22,core_exact
SF0521,节气-立秋,节气,立秋,秋,食材,哈密瓜,,秋天限定的当家甜瓜,用户参考,ingredient,240,240,core_exact
SF0522,节气-立秋,节气,立秋,秋,菜品,西瓜,,立秋啃西瓜,用户参考,ingredient,160,160,core_exact
SF0523,节气-芒种,节气,芒种,夏,食材,玉米,,纤维丰富的肠道保健王,用户参考,ingredient,13,13,core_exact
SF0524,节气-芒种,节气,芒种,夏,食材,黄瓜,,料理不败的凉拌常备菜,用户参考,ingredient,19,19,core_exact
SF0525,节气-芒种,节气,芒种,夏,食材,豇豆,,开胃爽脆的夏季营养豆儿,用户参考,ingredient,151,151,core_exact
SF0526,节气-芒种,节气,芒种,夏,食材,高粱,,热天品酩之一杯微微醺,用户参考,ingredient,8086,,seasonal_catalog
SF0527,节气-芒种,节气,芒种,夏,食材,乌梅,,生津止渴的酸味佳果,用户参考,ingredient,8063,,seasonal_catalog
SF0528,节气-芒种,节气,芒种,夏,菜品,梅子,,芒种吃梅子,用户参考,dish_keyword,,,dish_title_keyword
SF0529,节气-谷雨,节气,谷雨,春,食材,香椿,,香气浓郁的树上新芽菜,用户参考,ingredient,337,337,core_exact
SF0530,节气-谷雨,节气,谷雨,春,食材,番茄,,保护强心脏的爱情果实,用户参考,ingredient,14,14,core_exact
SF0531,节气-谷雨,节气,谷雨,春,食材,竹笋,,娇嫩欲滴的雨后春笋,用户参考,ingredient,282,282,core_exact
SF0532,节气-谷雨,节气,谷雨,春,食材,小麦,,麦穗在阳光下金光闪闪,用户参考,ingredient,450,450,core_exact
SF0533,节气-谷雨,节气,谷雨,春,菜品,香椿,,谷雨采茶食香椿,用户参考,ingredient,337,337,core_exact
SF0534,节气-雨水,节气,雨水,春,食材,红枣,,血气红润脸上拂春风,用户参考,ingredient,21,21,core_exact
SF0535,节气-雨水,节气,雨水,春,食材,燕麦,,降低胆固醇的减重主食,用户参考,ingredient,34,34,core_exact
SF0536,节气-雨水,节气,雨水,春,食材,韭菜,,补气壮阳不怕春「困」扰,用户参考,ingredient,48,48,core_exact
SF0537,节气-雨水,节气,雨水,春,食材,豆豉,,家常特色菜肴的最佳配角,用户参考,ingredient,6807,,catalog_exact
SF0538,节气-雨水,节气,雨水,春,菜品,龙须饼,,雨水吃龙须饼,用户参考,dish_keyword,,,unmatched_dish_keyword
SF0539,节气-霜降,节气,霜降,秋,食材,柿子,,晒足日光浴的润肺秋礼,用户参考,ingredient,3855,,catalog_exact
SF0540,节气-霜降,节气,霜降,秋,食材,苹果,,让医生远离的伊甸园果实,用户参考,ingredient,56,56,core_exact
SF0541,节气-霜降,节气,霜降,秋,食材,黄豆,,皮肤干燥的水当当法宝,用户参考,ingredient,87,87,core_exact
SF0542,节气-霜降,节气,霜降,秋,食材,蜂蜜,,深秋的味道蜜蜂最知道,用户参考,ingredient,6621,,catalog_exact
SF0543,节气-霜降,节气,霜降,秋,食材,百合,,宽心安神的食疗系花卉,用户参考,ingredient,229,229,core_exact
SF0544,节气-霜降,节气,霜降,秋,菜品,柿子,,霜降吃柿子,用户参考,ingredient,3855,,catalog_exact
