id,calendar_id,seasonal_food_id,time_name,level,season,category,name,content,source,knowledge_type
KB0410,月份-12,SF0380,12月,月份,冬,蔬菜,大白菜,12月的应季蔬菜有大白菜。,用户参考,food
KB0411,月份-12,SF0381,12月,月份,冬,蔬菜,白萝卜,12月的应季蔬菜有白萝卜。,用户参考,food
KB0412,月份-12,SF0382,12月,月份,冬,蔬菜,塌菜,12月的应季蔬菜有塌菜。,用户参考,food
KB0413,月份-12,SF0383,12月,月份,冬,蔬菜,荠菜,12月的应季蔬菜有荠菜。,用户参考,food
KB0414,月份-12,SF0384,12月,月份,冬,蔬菜,茨菇,12月的应季蔬菜有茨菇。,用户参考,food
KB0415,月份-12,SF0385,12月,月份,冬,蔬菜,花菜,12月的应季蔬菜有花菜。,用户参考,food
KB0416,月份-12,SF0386,12月,月份,冬,蔬菜,菠菜,12月的应季蔬菜有菠菜。,用户参考,food
KB0417,月份-12,SF0387,12月,月份,冬,蔬菜,芹菜,12月的应季蔬菜有芹菜。,用户参考,food
KB0418,月份-12,SF0388,12月,月份,冬,蔬菜,卷心菜,12月的应季蔬菜有卷心菜。,用户参考,food
KB0419,月份-12,SF0389,12月,月份,冬,蔬菜,香菇,12月的应季蔬菜有香菇。,用户参考,food
KB0420,月份-12,SF0390,12月,月份,冬,蔬菜,胡萝卜,12月的应季蔬菜有胡萝卜。,用户参考,food
KB0421,月份-12,,12月,月份,冬,水果汇总,12月的水果,12月的应季水果共 10 种：砂糖橘、沃柑、赣南脐橙、猕猴桃、山楂、甘蔗、草莓（大棚）、车厘子（进口）、金桔、释迦。,用户参考,summary
KB0422,月份-12,,12月,月份,冬,蔬菜汇总,12月的蔬菜,12月的应季蔬菜共 11 种：大白菜、白萝卜、塌菜、荠菜、茨菇、花菜、菠菜、芹菜、卷心菜、香菇、胡萝卜。,用户参考,summary
KB0423,节气-立春,SF0512,立春,节气,春,食材,洋葱,立春（2月3-5日）宜吃洋葱，春季抗敏感的健康好食材。,用户参考,food
KB0424,节气-立春,SF0513,立春,节气,春,食材,芹菜,立春（2月3-5日）宜吃芹菜，盐巴减量的天然佐料菜。,用户参考,food
KB0425,节气-立春,SF0514,立春,节气,春,食材,樱桃,立春（2月3-5日）宜吃樱桃，属于春天的粉红色气息。,用户参考,food
KB0426,节气-立春,SF0515,立春,节气,春,食材,草莓,立春（2月3-5日）宜吃草莓，红通通的女孩儿养颜圣品。,用户参考,food
KB0427,节气-立春,SF0516,立春,节气,春,菜品,春卷,立春（2月3-5日）的食俗是吃春卷。,用户参考,food
KB0428,节气-立春,,立春,节气,春,食材汇总,立春的食材,立春（2月3-5日）的应季食材共 4 种：洋葱、芹菜、樱桃、草莓。万物蠢动,用户参考,summary
KB0429,节气-立春,,立春,节气,春,菜品汇总,立春的菜品,立春（2月3-5日）的食俗：立春吃春卷。,用户参考,summary
KB0430,节气-雨水,SF0534,雨水,节气,春,食材,红枣,雨水（2月18-20日）宜吃红枣，血气红润脸上拂春风。,用户参考,food
KB0431,节气-雨水,SF0535,雨水,节气,春,食材,燕麦,雨水（2月18-20日）宜吃燕麦，降低胆固醇的减重主食。,用户参考,food
KB0432,节气-雨水,SF0536,雨水,节气,春,食材,韭菜,雨水（2月18-20日）宜吃韭菜，补气壮阳不怕春「困」扰。,用户参考,food
KB0433,节气-雨水,SF0537,雨水,节气,春,食材,豆豉,雨水（2月18-20日）宜吃豆豉，家常特色菜肴的最佳配角。,用户参考,food
KB0434,节气-雨水,SF0538,雨水,节气,春,菜品,龙须饼,雨水（2月18-20日）的食俗是吃龙须饼。,用户参考,food
KB0435,节气-雨水,,雨水,节气,春,食材汇总,雨水的食材,雨水（2月18-20日）的应季食材共 4 种：红枣、燕麦、韭菜、豆豉。春雨绵绵,用户参考,summary
KB0436,节气-雨水,,雨水,节气,春,菜品汇总,雨水的菜品,雨水（2月18-20日）的食俗：雨水吃龙须饼。,用户参考,summary
KB0437,节气-惊蛰,SF0476,惊蛰,节气,春,食材,胡萝卜,惊蛰（3月5-7日）宜吃胡萝卜，打造明亮的双眸招蜂引蝶。,用户参考,food
KB0438,节气-惊蛰,SF0477,惊蛰,节气,春,食材,菜花,惊蛰（3月5-7日）宜吃菜花，通便宽肠的免疫力好帮手。,用户参考,food
KB0439,节气-惊蛰,SF0478,惊蛰,节气,春,食材,小白菜,惊蛰（3月5-7日）宜吃小白菜，深绿色蔬菜是养肝救星。,用户参考,food
KB0440,节气-惊蛰,SF0479,惊蛰,节气,春,食材,开心果,惊蛰（3月5-7日）宜吃开心果，喜上眉梢免惊春雷隆隆响。,用户参考,food
KB0441,节气-惊蛰,SF0480,惊蛰,节气,春,菜品,驴打滚,惊蛰（3月5-7日）的食俗是吃驴打滚。,用户参考,food
KB0442,节气-惊蛰,,惊蛰,节气,春,食材汇总,惊蛰的食材,惊蛰（3月5-7日）的应季食材共 4 种：胡萝卜、菜花、小白菜、开心果。初雷乍响,用户参考,summary
KB0443,节气-惊蛰,,惊蛰,节气,春,菜品汇总,惊蛰的菜品,惊蛰（3月5-7日）的食俗：惊蛰吃驴打滚。,用户参考,summary
KB0444,节气-春分,SF0481,春分,节气,春,食材,菠菜,春分（3月20-22日）宜吃菠菜，大力水手的超级能量罐头。,用户参考,food
KB0445,节气-春分,SF0482,春分,节气,春,食材,荠菜,春分（3月20-22日）宜吃荠菜，越嚼越顺口的护生野草。,用户参考,food
KB0446,节气-春分,SF0483,春分,节气,春,食材,豌豆,春分（3月20-22日）宜吃豌豆，咬一口春天的鲜嫩感。,用户参考,food
KB0447,节气-春分,SF0484,春分,节气,春,食材,蚕豆,春分（3月20-22日）宜吃蚕豆，健脑补钙聪明一整年。,用户参考,food
KB0448,节气-春分,SF0485,春分,节气,春,菜品,春菜,春分（3月20-22日）的食俗是吃春菜。,用户参考,food
KB0449,节气-春分,,春分,节气,春,食材汇总,春分的食材,春分（3月20-22日）的应季食材共 4 种：菠菜、荠菜、豌豆、蚕豆。昼夜对分,用户参考,summary
KB0450,节气-春分,,春分,节气,春,菜品汇总,春分的菜品,春分（3月20-22日）的食俗：春分吃春菜。,用户参考,summary
KB0451,节气-清明,SF0486,清明,节气,春,食材,小米,清明（4月4-6日）宜吃小米，为迎接春神煮上一锅粥。,用户参考,food
KB0452,节气-清明,SF0487,清明,节气,春,食材,香蕉,清明（4月4-6日）宜吃香蕉，许你快乐情绪雨季不忧郁。,用户参考,food
KB0453,节气-清明,SF0488,清明,节气,春,食材,菊花,清明（4月4-6日）宜吃菊花，清肝明目养生菊花香。,用户参考,food
KB0454,节气-清明,SF0489,清明,节气,春,食材,蒜薹,清明（4月4-6日）宜吃蒜薹，自然赠予的天然抗生素。,用户参考,food
KB0455,节气-清明,SF0490,清明,节气,春,菜品,青团,清明（4月4-6日）的食俗是吃青团。,用户参考,food
KB0456,节气-清明,,清明,节气,春,食材汇总,清明的食材,清明（4月4-6日）的应季食材共 4 种：小米、香蕉、菊花、蒜薹。草木萌生,用户参考,summary
KB0457,节气-清明,,清明,节气,春,菜品汇总,清明的菜品,清明（4月4-6日）的食俗：清明吃青团。,用户参考,summary
KB0458,节气-谷雨,SF0529,谷雨,节气,春,食材,香椿,谷雨（4月19-21日）宜吃香椿，香气浓郁的树上新芽菜。,用户参考,food
KB0459,节气-谷雨,SF0530,谷雨,节气,春,食材,番茄,谷雨（4月19-21日）宜吃番茄，保护强心脏的爱情果实。,用户参考,food
KB0460,节气-谷雨,SF0531,谷雨,节气,春,食材,竹笋,谷雨（4月19-21日）宜吃竹笋，娇嫩欲滴的雨后春笋。,用户参考,food
KB0461,节气-谷雨,SF0532,谷雨,节气,春,食材,小麦,谷雨（4月19-21日）宜吃小麦，麦穗在阳光下金光闪闪。,用户参考,food
KB0462,节气-谷雨,SF0533,谷雨,节气,春,菜品,香椿,谷雨（4月19-21日）的食俗是采茶食香椿。,用户参考,food
KB0463,节气-谷雨,,谷雨,节气,春,食材汇总,谷雨的食材,谷雨（4月19-21日）的应季食材共 4 种：香椿、番茄、竹笋、小麦。雨养百谷,用户参考,summary
KB0464,节气-谷雨,,谷雨,节气,春,菜品汇总,谷雨的菜品,谷雨（4月19-21日）的食俗：谷雨采茶食香椿。,用户参考,summary
KB0465,节气-立夏,SF0507,立夏,节气,夏,食材,莴笋,立夏（5月5-7日）宜吃莴笋，解油腻的清爽沙拉拍档。,用户参考,food
KB0466,节气-立夏,SF0508,立夏,节气,夏,食材,薏米,立夏（5月5-7日）宜吃薏米，盛夏时光和水肿说拜拜。,用户参考,food
KB0467,节气-立夏,SF0509,立夏,节气,夏,食材,椰子,立夏（5月5-7日）宜吃椰子，国境之南的解暑饮品。,用户参考,food
KB0468,节气-立夏,SF0510,立夏,节气,夏,食材,空心菜,立夏（5月5-7日）宜吃空心菜，降火气的食物中毒克星。,用户参考,food
KB0469,节气-立夏,SF0511,立夏,节气,夏,菜品,鸭蛋,立夏（5月5-7日）的食俗是吃鸭蛋。,用户参考,food
KB0470,节气-立夏,,立夏,节气,夏,食材汇总,立夏的食材,立夏（5月5-7日）的应季食材共 4 种：莴笋、薏米、椰子、空心菜。夏夜渐暖,用户参考,summary
KB0471,节气-立夏,,立夏,节气,夏,菜品汇总,立夏的菜品,立夏（5月5-7日）的食俗：立夏吃鸭蛋。,用户参考,summary
KB0472,节气-小满,SF0466,小满,节气,夏,食材,苋菜,小满（5月20-22日）宜吃苋菜，高铁高钙的长寿叶菜。,用户参考,food
KB0473,节气-小满,SF0467,小满,节气,夏,食材,青椒,小满（5月20-22日）宜吃青椒，小灯笼加速脂肪的燃烧。,用户参考,food
KB0474,节气-小满,SF0468,小满,节气,夏,食材,桑葚,小满（5月20-22日）宜吃桑葚，恣意享受田园好风情。,用户参考,food
KB0475,节气-小满,SF0469,小满,节气,夏,食材,绿豆,小满（5月20-22日）宜吃绿豆，夏日消暑的必备第一品。,用户参考,food
KB0476,节气-小满,SF0470,小满,节气,夏,菜品,苦菜,小满（5月20-22日）的食俗是吃苦菜。,用户参考,food
KB0477,节气-小满,,小满,节气,夏,食材汇总,小满的食材,小满（5月20-22日）的应季食材共 4 种：苋菜、青椒、桑葚、绿豆。谷粒饱满,用户参考,summary
KB0478,节气-小满,,小满,节气,夏,菜品汇总,小满的菜品,小满（5月20-22日）的食俗：小满吃苦菜。,用户参考,summary
KB0479,节气-芒种,SF0523,芒种,节气,夏,食材,玉米,芒种（6月5-7日）宜吃玉米，纤维丰富的肠道保健王。,用户参考,food
KB0480,节气-芒种,SF0524,芒种,节气,夏,食材,黄瓜,芒种（6月5-7日）宜吃黄瓜，料理不败的凉拌常备菜。,用户参考,food
KB0481,节气-芒种,SF0525,芒种,节气,夏,食材,豇豆,芒种（6月5-7日）宜吃豇豆，开胃爽脆的夏季营养豆儿。,用户参考,food
KB0482,节气-芒种,SF0526,芒种,节气,夏,食材,高粱,芒种（6月5-7日）宜吃高粱，热天品酩之一杯微微醺。,用户参考,food
KB0483,节气-芒种,SF0527,芒种,节气,夏,食材,乌梅,芒种（6月5-7日）宜吃乌梅，生津止渴的酸味佳果。,用户参考,food
KB0484,节气-芒种,SF0528,芒种,节气,夏,菜品,梅子,芒种（6月5-7日）的食俗是吃梅子。,用户参考,food
KB0485,节气-芒种,,芒种,节气,夏,食材汇总,芒种的食材,芒种（6月5-7日）的应季食材共 5 种：玉米、黄瓜、豇豆、高粱、乌梅。结实成穗,用户参考,summary
KB0486,节气-芒种,,芒种,节气,夏,菜品汇总,芒种的菜品,芒种（6月5-7日）的食俗：芒种吃梅子。,用户参考,summary
KB0487,节气-夏至,SF0428,夏至,节气,夏,食材,冬瓜,夏至（6月21-22日）宜吃冬瓜，名不副实的仲夏夜瓜瓜。,用户参考,food
KB0488,节气-夏至,SF0429,夏至,节气,夏,食材,莲子,夏至（6月21-22日）宜吃莲子，脑力工作者的补脑灵丹。,用户参考,food
KB0489,节气-夏至,SF0430,夏至,节气,夏,食材,芒果,夏至（6月21-22日）宜吃芒果，艳阳下的甜滋滋红宝石。,用户参考,food
KB0490,节气-夏至,SF0431,夏至,节气,夏,食材,菠萝,夏至（6月21-22日）宜吃菠萝，热带水果王好运旺旺来。,用户参考,food
KB0491,节气-夏至,SF0432,夏至,节气,夏,食材,榴莲,夏至（6月21-22日）宜吃榴莲，黯然销魂的独特难忘气味。,用户参考,food
KB0492,节气-夏至,SF0433,夏至,节气,夏,菜品,面,夏至（6月21-22日）的食俗是吃面。,用户参考,food
KB0493,节气-夏至,,夏至,节气,夏,食材汇总,夏至的食材,夏至（6月21-22日）的应季食材共 5 种：冬瓜、莲子、芒果、菠萝、榴莲。晕晕沉沉,用户参考,summary
KB0494,节气-夏至,,夏至,节气,夏,菜品汇总,夏至的菜品,夏至（6月21-22日）的食俗：夏至吃面。,用户参考,summary
KB0495,节气-小暑,SF0460,小暑,节气,夏,食材,南瓜,小暑（7月6-8日）宜吃南瓜，饱含营养素的绵密果肉。,用户参考,food
KB0496,节气-小暑,SF0461,小暑,节气,夏,食材,丝瓜,小暑（7月6-8日）宜吃丝瓜，棚架下垂吊的成长日记。,用户参考,food
KB0497,节气-小暑,SF0462,小暑,节气,夏,食材,黄花菜,小暑（7月6-8日）宜吃黄花菜，从生鲜到干燥都好好食。,用户参考,food
KB0498,节气-小暑,SF0463,小暑,节气,夏,食材,桃子,小暑（7月6-8日）宜吃桃子，猴屁股一般的形状很讨喜。,用户参考,food
KB0499,节气-小暑,SF0464,小暑,节气,夏,食材,鳝鱼,小暑（7月6-8日）宜吃鳝鱼，夏季吃鳝鱼胜过补人参。,用户参考,food
KB0500,节气-小暑,SF0465,小暑,节气,夏,菜品,新米,小暑（7月6-8日）的食俗是食新米。,用户参考,food
KB0501,节气-小暑,,小暑,节气,夏,食材汇总,小暑的食材,小暑（7月6-8日）的应季食材共 5 种：南瓜、丝瓜、黄花菜、桃子、鳝鱼。暑气逼人,用户参考,summary
KB0502,节气-小暑,,小暑,节气,夏,菜品汇总,小暑的菜品,小暑（7月6-8日）的食俗：小暑食新米。,用户参考,summary
KB0503,节气-大暑,SF0439,大暑,节气,夏,食材,苦瓜,大暑（7月22-24日）宜吃苦瓜，吃苦吃补的降血糖蔬食。,用户参考,food
KB0504,节气-大暑,SF0440,大暑,节气,夏,食材,荔枝,大暑（7月22-24日）宜吃荔枝，妃子也疯狂的炎夏珍珠。,用户参考,food
KB0505,节气-大暑,SF0441,大暑,节气,夏,食材,西瓜,大暑（7月22-24日）宜吃西瓜，无它不夏天的解暑良品。,用户参考,food
KB0506,节气-大暑,SF0442,大暑,节气,夏,食材,鸭肉,大暑（7月22-24日）宜吃鸭肉，肥美多汁的优质蛋白质。,用户参考,food
KB0507,节气-大暑,SF0443,大暑,节气,夏,菜品,仙草,大暑（7月22-24日）的食俗是吃仙草。,用户参考,food
KB0508,节气-大暑,,大暑,节气,夏,食材汇总,大暑的食材,大暑（7月22-24日）的应季食材共 4 种：苦瓜、荔枝、西瓜、鸭肉。酷热高峰,用户参考,summary
KB0509,节气-大暑,,大暑,节气,夏,菜品汇总,大暑的菜品,大暑（7月22-24日）的食俗：大暑吃仙草。,用户参考,summary
KB0510,节气-立秋,SF0517,立秋,节气,秋,食材,茄子,立秋（8月7-9日）宜吃茄子，秋季食疗养生第一蔬。,用户参考,food
KB0511,节气-立秋,SF0518,立秋,节气,秋,食材,红薯,立秋（8月7-9日）宜吃红薯，落叶土窑体验童年回忆。,用户参考,food
KB0512,节气-立秋,SF0519,立秋,节气,秋,食材,梨,立秋（8月7-9日）宜吃梨，止咳化痰的润肺矿泉水。,用户参考,food
KB0513,节气-立秋,SF0520,立秋,节气,秋,食材,柠檬,立秋（8月7-9日）宜吃柠檬，酸香清爽的坏血病克星。,用户参考,food
KB0514,节气-立秋,SF0521,立秋,节气,秋,食材,哈密瓜,立秋（8月7-9日）宜吃哈密瓜，秋天限定的当家甜瓜。,用户参考,food
KB0515,节气-立秋,SF0522,立秋,节气,秋,菜品,西瓜,立秋（8月7-9日）的食俗是啃西瓜。,用户参考,food
KB0516,节气-立秋,,立秋,节气,秋,食材汇总,立秋的食材,立秋（8月7-9日）的应季食材共 5 种：茄子、红薯、梨、柠檬、哈密瓜。暖凉之交,用户参考,summary
KB0517,节气-立秋,,立秋,节气,秋,菜品汇总,立秋的菜品,立秋（8月7-9日）的食俗：立秋啃西瓜。,用户参考,summary
KB0518,节气-处暑,SF0423,处暑,节气,秋,食材,牛奶,处暑（8月22-24日）宜吃牛奶，温温一杯暖胃顾睡眠。,用户参考,food
KB0519,节气-处暑,SF0424,处暑,节气,秋,食材,甘蔗,处暑（8月22-24日）宜吃甘蔗，齿颊留香的铁质仓库。,用户参考,food
KB0520,节气-处暑,SF0425,处暑,节气,秋,食材,龙眼,处暑（8月22-24日）宜吃龙眼，补血降虚火还你好血气。,用户参考,food
KB0521,节气-处暑,SF0426,处暑,节气,秋,食材,银耳,处暑（8月22-24日）宜吃银耳，延年益寿的长生不老药。,用户参考,food
KB0522,节气-处暑,SF0427,处暑,节气,秋,菜品,鸭子,处暑（8月22-24日）的食俗是吃鸭子。,用户参考,food
KB0523,节气-处暑,,处暑,节气,秋,食材汇总,处暑的食材,处暑（8月22-24日）的应季食材共 4 种：牛奶、甘蔗、龙眼、银耳。热气终止,用户参考,summary
KB0524,节气-处暑,,处暑,节气,秋,菜品汇总,处暑的菜品,处暑（8月22-24日）的食俗：处暑吃鸭子。,用户参考,summary
KB0525,节气-白露,SF0491,白露,节气,秋,食材,大米,白露（9月7-9日）宜吃大米，五谷丰登之收获好时节。,用户参考,food
KB0526,节气-白露,SF0492,白露,节气,秋,食材,木瓜,白露（9月7-9日）宜吃木瓜，养颜丰胸的百搭水果。,用户参考,food
KB0527,节气-白露,SF0493,白露,节气,秋,食材,葡萄,白露（9月7-9日）宜吃葡萄，皇家后院种的万能灵药。,用户参考,food
KB0528,节气-白露,SF0494,白露,节气,秋,食材,柚子,白露（9月7-9日）宜吃柚子，中秋节烤肉的抗癌好物。,用户参考,food
KB0529,节气-白露,SF0495,白露,节气,秋,菜品,米酒,白露（9月7-9日）的食俗是饮米酒。,用户参考,food
KB0530,节气-白露,,白露,节气,秋,食材汇总,白露的食材,白露（9月7-9日）的应季食材共 4 种：大米、木瓜、葡萄、柚子。露珠凝结,用户参考,summary
KB0531,节气-白露,,白露,节气,秋,菜品汇总,白露的菜品,白露（9月7-9日）的食俗：白露饮米酒。,用户参考,summary
KB0532,节气-秋分,SF0496,秋分,节气,秋,食材,芋头,秋分（9月22-24日）宜吃芋头，入口即化的优良淀粉。,用户参考,food
KB0533,节气-秋分,SF0497,秋分,节气,秋,食材,山药,秋分（9月22-24日）宜吃山药，改善秋燥的补益中药材。,用户参考,food
KB0534,节气-秋分,SF0498,秋分,节气,秋,食材,莲藕,秋分（9月22-24日）宜吃莲藕，药食同源一身都是宝。,用户参考,food
KB0535,节气-秋分,SF0499,秋分,节气,秋,食材,香菇,秋分（9月22-24日）宜吃香菇，养生风潮下的热门话题。,用户参考,food
KB0536,节气-秋分,SF0500,秋分,节气,秋,食材,芝麻,秋分（9月22-24日）宜吃芝麻，银发族的保健处方。,用户参考,food
KB0537,节气-秋分,SF0501,秋分,节气,秋,菜品,芋饼,秋分（9月22-24日）的食俗是吃芋饼。,用户参考,food
KB0538,节气-秋分,,秋分,节气,秋,食材汇总,秋分的食材,秋分（9月22-24日）的应季食材共 5 种：芋头、山药、莲藕、香菇、芝麻。步入深秋,用户参考,summary
KB0539,节气-秋分,,秋分,节气,秋,菜品汇总,秋分的菜品,秋分（9月22-24日）的食俗：秋分吃芋饼。,用户参考,summary
KB0540,节气-寒露,SF0449,寒露,节气,秋,食材,杏仁,寒露（10月8-9日）宜吃杏仁，白色系食材为养肺首选。,用户参考,food
KB0541,节气-寒露,SF0450,寒露,节气,秋,食材,猕猴桃,寒露（10月8-9日）宜吃猕猴桃，秋愁浓浓的微酸小清新。,用户参考,food
KB0542,节气-寒露,SF0451,寒露,节气,秋,食材,覆盆子,寒露（10月8-9日）宜吃覆盆子，壮阳滋阴的男女瑰宝。,用户参考,food
KB0543,节气-寒露,SF0452,寒露,节气,秋,食材,秀珍菇,寒露（10月8-9日）宜吃秀珍菇，秋日快烹的下饭好菇到。,用户参考,food
KB0544,节气-寒露,SF0453,寒露,节气,秋,食材,草虾,寒露（10月8-9日）宜吃草虾，当季最鲜美疗愈大海味。,用户参考,food
KB0545,节气-寒露,SF0454,寒露,节气,秋,菜品,芝麻,寒露（10月8-9日）的食俗是吃芝麻。,用户参考,food
KB0546,节气-寒露,,寒露,节气,秋,食材汇总,寒露的食材,寒露（10月8-9日）的应季食材共 5 种：杏仁、猕猴桃、覆盆子、秀珍菇、草虾。寒意沁心,用户参考,summary
KB0547,节气-寒露,,寒露,节气,秋,菜品汇总,寒露的菜品,寒露（10月8-9日）的食俗：寒露吃芝麻。,用户参考,summary
KB0548,节气-霜降,SF0539,霜降,节气,秋,食材,柿子,霜降（10月23-24日）宜吃柿子，晒足日光浴的润肺秋礼。,用户参考,food
KB0549,节气-霜降,SF0540,霜降,节气,秋,食材,苹果,霜降（10月23-24日）宜吃苹果，让医生远离的伊甸园果实。,用户参考,food
KB0550,节气-霜降,SF0541,霜降,节气,秋,食材,黄豆,霜降（10月23-24日）宜吃黄豆，皮肤干燥的水当当法宝。,用户参考,food
KB0551,节气-霜降,SF0542,霜降,节气,秋,食材,蜂蜜,霜降（10月23-24日）宜吃蜂蜜，深秋的味道蜜蜂最知道。,用户参考,food
KB0552,节气-霜降,SF0543,霜降,节气,秋,食材,百合,霜降（10月23-24日）宜吃百合，宽心安神的食疗系花卉。,用户参考,food
KB0553,节气-霜降,SF0544,霜降,节气,秋,菜品,柿子,霜降（10月23-24日）的食俗是吃柿子。,用户参考,food
KB0554,节气-霜降,,霜降,节气,秋,食材汇总,霜降的食材,霜降（10月23-24日）的应季食材共 5 种：柿子、苹果、黄豆、蜂蜜、百合。雾气结霜,用户参考,summary
KB0555,节气-霜降,,霜降,节气,秋,菜品汇总,霜降的菜品,霜降（10月23-24日）的食俗：霜降吃柿子。,用户参考,summary
KB0556,节气-立冬,SF0502,立冬,节气,冬,食材,紫米,立冬（11月7-8日）宜吃紫米，温粥进补强身不畏寒。,用户参考,food
KB0557,节气-立冬,SF0503,立冬,节气,冬,食材,海参,立冬（11月7-8日）宜吃海参，海中珍品抵御寒冷来袭。,用户参考,food
KB0558,节气-立冬,SF0504,立冬,节气,冬,食材,栗子,立冬（11月7-8日）宜吃栗子，路边摊弥漫的爆炒焦香味。,用户参考,food
KB0559,节气-立冬,SF0505,立冬,节气,冬,食材,松子,立冬（11月7-8日）宜吃松子，不饱和脂肪酸代谢脑废物。,用户参考,food
KB0560,节气-立冬,SF0506,立冬,节气,冬,菜品,鸡汤,立冬（11月7-8日）的食俗是喝鸡汤。,用户参考,food
KB0561,节气-立冬,,立冬,节气,冬,食材汇总,立冬的食材,立冬（11月7-8日）的应季食材共 4 种：紫米、海参、栗子、松子。收割贮藏,用户参考,summary
KB0562,节气-立冬,,立冬,节气,冬,菜品汇总,立冬的菜品,立冬（11月7-8日）的食俗：立冬喝鸡汤。,用户参考,summary
KB0563,节气-小雪,SF0471,小雪,节气,冬,食材,芥菜,小雪（11月22-23日）宜吃芥菜，将岁末的福气腌起来保存。,用户参考,food
KB0564,节气-小雪,SF0472,小雪,节气,冬,食材,荸荠,小雪（11月22-23日）宜吃荸荠，蔬菜水果傻傻分不清楚。,用户参考,food
KB0565,节气-小雪,SF0473,小雪,节气,冬,食材,木耳,小雪（11月22-23日）宜吃木耳，打通血液堵塞的清道夫。,用户参考,food
KB0566,节气-小雪,SF0474,小雪,节气,冬,食材,核桃,小雪（11月22-23日）宜吃核桃，增加记忆力的护脑长寿果。,用户参考,food
KB0567,节气-小雪,SF0475,小雪,节气,冬,菜品,腊肉,小雪（11月22-23日）的食俗是吃腊肉。,用户参考,food
KB0568,节气-小雪,,小雪,节气,冬,食材汇总,小雪的食材,小雪（11月22-23日）的应季食材共 4 种：芥菜、荸荠、木耳、核桃。阴冷晦暗,用户参考,summary
KB0569,节气-小雪,,小雪,节气,冬,菜品汇总,小雪的菜品,小雪（11月22-23日）的食俗：小雪吃腊肉。,用户参考,summary
KB0570,节气-大雪,SF0444,大雪,节气,冬,食材,白萝卜,大雪（12月6-8日）宜吃白萝卜，平民老百姓的养气人参。,用户参考,food
KB0571,节气-大雪,SF0445,大雪,节气,冬,食材,橄榄,大雪（12月6-8日）宜吃橄榄，轻轻品嚼苦涩也变得清甜。,用户参考,food
KB0572,节气-大雪,SF0446,大雪,节气,冬,食材,橘子,大雪（12月6-8日）宜吃橘子，烤过入口增添几分暖意。,用户参考,food
KB0573,节气-大雪,SF0447,大雪,节气,冬,食材,牛肉,大雪（12月6-8日）宜吃牛肉，暖胃补益提高机体抗病力。,用户参考,food
KB0574,节气-大雪,SF0448,大雪,节气,冬,菜品,粥,大雪（12月6-8日）的食俗是喝粥。,用户参考,food
KB0575,节气-大雪,,大雪,节气,冬,食材汇总,大雪的食材,大雪（12月6-8日）的应季食材共 4 种：白萝卜、橄榄、橘子、牛肉。冷若雪团,用户参考,summary
KB0576,节气-大雪,,大雪,节气,冬,菜品汇总,大雪的菜品,大雪（12月6-8日）的食俗：大雪喝粥。,用户参考,summary
KB0577,节气-冬至,SF0418,冬至,节气,冬,食材,黑米,冬至（12月21-23日）宜吃黑米，暖呼呼的黑色补肾米。,用户参考,food
KB0578,节气-冬至,SF0419,冬至,节气,冬,食材,茼蒿,冬至（12月21-23日）宜吃茼蒿，迷魂香气征服各式火锅。,用户参考,food
KB0579,节气-冬至,SF0420,冬至,节气,冬,食材,大白菜,冬至（12月21-23日）宜吃大白菜，围炉煲汤的翠玉佳蔬。,用户参考,food
KB0580,节气-冬至,SF0421,冬至,节气,冬,食材,橙子,冬至（12月21-23日）宜吃橙子，黄澄澄的佳果老少咸宜。,用户参考,food
KB0581,节气-冬至,SF0422,冬至,节气,冬,菜品,饺子,冬至（12月21-23日）的食俗是吃饺子。,用户参考,food
KB0582,节气-冬至,,冬至,节气,冬,食材汇总,冬至的食材,冬至（12月21-23日）的应季食材共 4 种：黑米、茼蒿、大白菜、橙子。阴阳交替,用户参考,summary
KB0583,节气-冬至,,冬至,节气,冬,菜品汇总,冬至的菜品,冬至（12月21-23日）的食俗：冬至吃饺子。,用户参考,summary
KB0584,节气-小寒,SF0455,小寒,节气,冬,食材,葵花籽,小寒（1月5-7日）宜吃葵花籽，多多吃防止手脚皮肤干裂。,用户参考,food
KB0585,节气-小寒,SF0456,小寒,节气,冬,食材,黑豆,小寒（1月5-7日）宜吃黑豆，冬季刮起的黑色养生旋风。,用户参考,food
KB0586,节气-小寒,SF0457,小寒,节气,冬,食材,鲫鱼,小寒（1月5-7日）宜吃鲫鱼，清蒸或炖汤的补益鲜鱼。,用户参考,food
KB0587,节气-小寒,SF0458,小寒,节气,冬,食材,羊肉,小寒（1月5-7日）宜吃羊肉，眩晕冬季的贫血补充剂。,用户参考,food
KB0588,节气-小寒,SF0459,小寒,节气,冬,菜品,腊八粥,小寒（1月5-7日）的食俗是喝腊八粥。,用户参考,food
KB0589,节气-小寒,,小寒,节气,冬,食材汇总,小寒的食材,小寒（1月5-7日）的应季食材共 4 种：葵花籽、黑豆、鲫鱼、羊肉。寒邪入侵,用户参考,summary
KB0590,节气-小寒,,小寒,节气,冬,菜品汇总,小寒的菜品,小寒（1月5-7日）的食俗：小寒喝腊八粥。,用户参考,summary
KB0591,节气-大寒,SF0434,大寒,节气,冬,食材,葱,大寒（1月20-21日）宜吃葱，杀灭人体坏菌驱散寒气。,用户参考,food
