id,calendar_id,level,time_name,season,category,name,note,recommendation_reason,source,entity_type,ingredient_id,core_ingredient_id,match_status,knowledge_json
SF0351,月份-11,月份,11月,秋,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact,"[""11月的应季水果有猕猴桃。""]"
SF0352,月份-11,月份,11月,秋,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog,"[""11月的应季水果有甘蔗。""]"
SF0353,月份-11,月份,11月,秋,水果,脐橙,,,用户参考,ingredient,8074,,seasonal_catalog,"[""11月的应季水果有脐橙。""]"
SF0354,月份-11,月份,11月,秋,水果,皇帝柑,,,用户参考,ingredient,8072,,seasonal_catalog,"[""11月的应季水果有皇帝柑。""]"
SF0355,月份-11,月份,11月,秋,水果,草莓,大棚初上市,,用户参考,ingredient,43,43,core_exact,"[""11月的应季水果有草莓（大棚初上市）。""]"
SF0356,月份-11,月份,11月,秋,水果,荸荠,,,用户参考,ingredient,302,302,core_exact,"[""11月的应季水果有荸荠。""]"
SF0357,月份-11,月份,11月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""11月的应季蔬菜有大白菜。""]"
SF0358,月份-11,月份,11月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact,"[""11月的应季蔬菜有白萝卜。""]"
SF0359,月份-11,月份,11月,秋,蔬菜,莴笋,,,用户参考,ingredient,145,145,core_exact,"[""11月的应季蔬菜有莴笋。""]"
SF0360,月份-11,月份,11月,秋,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact,"[""11月的应季蔬菜有花菜。""]"
SF0361,月份-11,月份,11月,秋,蔬菜,西兰花,,,用户参考,ingredient,53,53,core_exact,"[""11月的应季蔬菜有西兰花。""]"
SF0362,月份-11,月份,11月,秋,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact,"[""11月的应季蔬菜有荠菜。""]"
SF0363,月份-11,月份,11月,秋,蔬菜,草头,,,用户参考,ingredient,511,511,core_exact,"[""11月的应季蔬菜有草头。""]"
SF0364,月份-11,月份,11月,秋,蔬菜,生菜,,,用户参考,ingredient,31,31,core_exact,"[""11月的应季蔬菜有生菜。""]"
SF0365,月份-11,月份,11月,秋,蔬菜,茨菇,,,用户参考,ingredient,6174,,catalog_exact,"[""11月的应季蔬菜有茨菇。""]"
SF0366,月份-11,月份,11月,秋,蔬菜,青蒜,,,用户参考,ingredient,115,115,core_exact,"[""11月的应季蔬菜有青蒜。""]"
SF0367,月份-11,月份,11月,秋,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""11月的应季蔬菜有菠菜。""]"
SF0368,月份-11,月份,11月,秋,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""11月的应季蔬菜有芹菜。""]"
SF0369,月份-11,月份,11月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""11月的应季蔬菜有卷心菜。""]"
SF0370,月份-12,月份,12月,冬,水果,砂糖橘,,,用户参考,ingredient,8073,,seasonal_catalog,"[""12月的应季水果有砂糖橘。""]"
SF0371,月份-12,月份,12月,冬,水果,沃柑,,,用户参考,ingredient,8068,,seasonal_catalog,"[""12月的应季水果有沃柑。""]"
SF0372,月份-12,月份,12月,冬,水果,赣南脐橙,,,用户参考,ingredient,8081,,seasonal_catalog,"[""12月的应季水果有赣南脐橙。""]"
SF0373,月份-12,月份,12月,冬,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact,"[""12月的应季水果有猕猴桃。""]"
SF0374,月份-12,月份,12月,冬,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact,"[""12月的应季水果有山楂。""]"
SF0375,月份-12,月份,12月,冬,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog,"[""12月的应季水果有甘蔗。""]"
SF0376,月份-12,月份,12月,冬,水果,草莓,大棚,,用户参考,ingredient,43,43,core_exact,"[""12月的应季水果有草莓（大棚）。""]"
SF0377,月份-12,月份,12月,冬,水果,车厘子,进口,,用户参考,ingredient,8082,,seasonal_catalog,"[""12月的应季水果有车厘子（进口）。""]"
SF0378,月份-12,月份,12月,冬,水果,金桔,,,用户参考,ingredient,7174,,catalog_exact,"[""12月的应季水果有金桔。""]"
SF0379,月份-12,月份,12月,冬,水果,释迦,,,用户参考,ingredient,8083,,seasonal_catalog,"[""12月的应季水果有释迦。""]"
SF0380,月份-12,月份,12月,冬,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""12月的应季蔬菜有大白菜。""]"
SF0381,月份-12,月份,12月,冬,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact,"[""12月的应季蔬菜有白萝卜。""]"
SF0382,月份-12,月份,12月,冬,蔬菜,塌菜,,,用户参考,ingredient,8064,,seasonal_catalog,"[""12月的应季蔬菜有塌菜。""]"
SF0383,月份-12,月份,12月,冬,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact,"[""12月的应季蔬菜有荠菜。""]"
SF0384,月份-12,月份,12月,冬,蔬菜,茨菇,,,用户参考,ingredient,6174,,catalog_exact,"[""12月的应季蔬菜有茨菇。""]"
SF0385,月份-12,月份,12月,冬,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact,"[""12月的应季蔬菜有花菜。""]"
SF0386,月份-12,月份,12月,冬,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""12月的应季蔬菜有菠菜。""]"
SF0387,月份-12,月份,12月,冬,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""12月的应季蔬菜有芹菜。""]"
SF0388,月份-12,月份,12月,冬,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""12月的应季蔬菜有卷心菜。""]"
SF0389,月份-12,月份,12月,冬,蔬菜,香菇,,,用户参考,ingredient,23,23,core_exact,"[""12月的应季蔬菜有香菇。""]"
SF0390,月份-12,月份,12月,冬,蔬菜,胡萝卜,,,用户参考,ingredient,6,6,core_exact,"[""12月的应季蔬菜有胡萝卜。""]"
SF0391,节日-七夕节,节日,七夕节,秋,菜品,巧果,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""七夕节（农历七月初七）的传统菜品有巧果。""]"
SF0392,节日-七夕节,节日,七夕节,秋,菜品,面食,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""七夕节（农历七月初七）的传统菜品有面食。""]"
SF0393,节日-中元节,节日,中元节,秋,食材,鸭子,,,常识草稿,ingredient,7840,,catalog_exact,"[""中元节（农历七月十五）的传统食材有鸭子。""]"
SF0394,节日-中秋节,节日,中秋节,秋,菜品,月饼,,,常识草稿,dish_keyword,,,dish_title_keyword,"[""中秋节（农历八月十五）的传统菜品有月饼。""]"
SF0395,节日-中秋节,节日,中秋节,秋,食材,螃蟹,,,常识草稿,ingredient,292,292,core_exact,"[""中秋节（农历八月十五）的传统食材有螃蟹。""]"
SF0396,节日-中秋节,节日,中秋节,秋,食材,芋头,,,常识草稿,ingredient,73,73,core_exact,"[""中秋节（农历八月十五）的传统食材有芋头。""]"
SF0397,节日-中秋节,节日,中秋节,秋,食材,桂花,,,常识草稿,ingredient,3874,,catalog_exact,"[""中秋节（农历八月十五）的传统食材有桂花。""]"
SF0398,节日-元宵节,节日,元宵节,春,菜品,汤圆,,,常识草稿,ingredient,4076,,catalog_exact,"[""元宵节（农历正月十五）的传统菜品有汤圆。""]"
SF0399,节日-元宵节,节日,元宵节,春,菜品,元宵,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""元宵节（农历正月十五）的传统菜品有元宵。""]"
SF0400,节日-寒食节,节日,寒食节,春,菜品,青团,,,常识草稿,dish_keyword,,,dish_title_keyword,"[""寒食节（清明前1-2日）的传统菜品有青团。""]"
SF0401,节日-小年,节日,小年,冬,菜品,糖瓜,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""小年（农历腊月廿三）的传统菜品有糖瓜。""]"
SF0402,节日-小年,节日,小年,冬,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact,"[""小年（农历腊月廿三）的传统菜品有饺子。""]"
SF0403,节日-春节,节日,春节,春,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact,"[""春节（农历正月初一）的传统菜品有饺子。""]"
SF0404,节日-春节,节日,春节,春,菜品,年糕,,,常识草稿,ingredient,3209,,catalog_exact,"[""春节（农历正月初一）的传统菜品有年糕。""]"
SF0405,节日-春节,节日,春节,春,食材,鱼,,,常识草稿,ingredient,7648,,catalog_exact,"[""春节（农历正月初一）的传统食材有鱼。""]"
SF0406,节日-端午节,节日,端午节,夏,菜品,粽子,,,常识草稿,dish_keyword,,,dish_title_keyword,"[""端午节（农历五月初五）的传统菜品有粽子。""]"
SF0407,节日-端午节,节日,端午节,夏,食材,艾草,,,常识草稿,ingredient,8075,,seasonal_catalog,"[""端午节（农历五月初五）的传统食材有艾草。""]"
SF0408,节日-腊八节,节日,腊八节,冬,菜品,腊八粥,,,常识草稿,dish_keyword,,,dish_title_keyword,"[""腊八节（农历腊月初八）的传统菜品有腊八粥。""]"
SF0409,节日-腊八节,节日,腊八节,冬,菜品,腊八蒜,,,常识草稿,ingredient,5928,,catalog_exact,"[""腊八节（农历腊月初八）的传统菜品有腊八蒜。""]"
SF0410,节日-重阳节,节日,重阳节,秋,食材,菊花,,,常识草稿,ingredient,8077,,seasonal_catalog,"[""重阳节（农历九月初九）的传统食材有菊花。""]"
SF0411,节日-重阳节,节日,重阳节,秋,菜品,重阳糕,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""重阳节（农历九月初九）的传统菜品有重阳糕。""]"
SF0412,节日-除夕,节日,除夕,冬,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact,"[""除夕（农历腊月最后一天）的传统菜品有饺子。""]"
SF0413,节日-除夕,节日,除夕,冬,食材,鱼,,,常识草稿,ingredient,7648,,catalog_exact,"[""除夕（农历腊月最后一天）的传统食材有鱼。""]"
SF0414,节日-除夕,节日,除夕,冬,菜品,年糕,,,常识草稿,ingredient,3209,,catalog_exact,"[""除夕（农历腊月最后一天）的传统菜品有年糕。""]"
SF0415,节日-龙抬头,节日,龙抬头,春,菜品,春饼,,,常识草稿,ingredient,3675,,catalog_exact,"[""龙抬头（农历二月初二）的传统菜品有春饼。""]"
SF0416,节日-龙抬头,节日,龙抬头,春,食材,猪头肉,,,常识草稿,ingredient,4748,,catalog_exact,"[""龙抬头（农历二月初二）的传统食材有猪头肉。""]"
SF0417,节日-龙抬头,节日,龙抬头,春,菜品,龙须面,,,常识草稿,dish_keyword,,,unmatched_dish_keyword,"[""龙抬头（农历二月初二）的传统菜品有龙须面。""]"
SF0418,节气-冬至,节气,冬至,冬,食材,黑米,,暖呼呼的黑色补肾米,用户参考,ingredient,102,102,core_exact,"[""冬至（12月21-23日）宜吃黑米，暖呼呼的黑色补肾米。""]"
SF0419,节气-冬至,节气,冬至,冬,食材,茼蒿,,迷魂香气征服各式火锅,用户参考,ingredient,257,257,core_exact,"[""冬至（12月21-23日）宜吃茼蒿，迷魂香气征服各式火锅。""]"
SF0420,节气-冬至,节气,冬至,冬,食材,大白菜,,围炉煲汤的翠玉佳蔬,用户参考,ingredient,158,158,core_exact,"[""冬至（12月21-23日）宜吃大白菜，围炉煲汤的翠玉佳蔬。""]"
SF0421,节气-冬至,节气,冬至,冬,食材,橙子,,黄澄澄的佳果老少咸宜,用户参考,ingredient,154,154,core_exact,"[""冬至（12月21-23日）宜吃橙子，黄澄澄的佳果老少咸宜。""]"
SF0422,节气-冬至,节气,冬至,冬,菜品,饺子,,冬至吃饺子,用户参考,ingredient,7506,,catalog_exact,"[""冬至（12月21-23日）的食俗是吃饺子。""]"
SF0423,节气-处暑,节气,处暑,秋,食材,牛奶,,温温一杯暖胃顾睡眠,用户参考,ingredient,4663,,catalog_exact,"[""处暑（8月22-24日）宜吃牛奶，温温一杯暖胃顾睡眠。""]"
SF0424,节气-处暑,节气,处暑,秋,食材,甘蔗,,齿颊留香的铁质仓库,用户参考,ingredient,8070,,seasonal_catalog,"[""处暑（8月22-24日）宜吃甘蔗，齿颊留香的铁质仓库。""]"
SF0425,节气-处暑,节气,处暑,秋,食材,龙眼,,补血降虚火还你好血气,用户参考,ingredient,8087,,seasonal_catalog,"[""处暑（8月22-24日）宜吃龙眼，补血降虚火还你好血气。""]"
SF0426,节气-处暑,节气,处暑,秋,食材,银耳,,延年益寿的长生不老药,用户参考,ingredient,107,107,core_exact,"[""处暑（8月22-24日）宜吃银耳，延年益寿的长生不老药。""]"
SF0427,节气-处暑,节气,处暑,秋,菜品,鸭子,,处暑吃鸭子,用户参考,ingredient,7840,,catalog_exact,"[""处暑（8月22-24日）的食俗是吃鸭子。""]"
SF0428,节气-夏至,节气,夏至,夏,食材,冬瓜,,名不副实的仲夏夜瓜瓜,用户参考,ingredient,108,108,core_exact,"[""夏至（6月21-22日）宜吃冬瓜，名不副实的仲夏夜瓜瓜。""]"
SF0429,节气-夏至,节气,夏至,夏,食材,莲子,,脑力工作者的补脑灵丹,用户参考,ingredient,122,122,core_exact,"[""夏至（6月21-22日）宜吃莲子，脑力工作者的补脑灵丹。""]"
SF0430,节气-夏至,节气,夏至,夏,食材,芒果,,艳阳下的甜滋滋红宝石,用户参考,ingredient,42,42,core_exact,"[""夏至（6月21-22日）宜吃芒果，艳阳下的甜滋滋红宝石。""]"
SF0431,节气-夏至,节气,夏至,夏,食材,菠萝,,热带水果王好运旺旺来,用户参考,ingredient,67,67,core_exact,"[""夏至（6月21-22日）宜吃菠萝，热带水果王好运旺旺来。""]"
SF0432,节气-夏至,节气,夏至,夏,食材,榴莲,,黯然销魂的独特难忘气味,用户参考,ingredient,196,196,core_exact,"[""夏至（6月21-22日）宜吃榴莲，黯然销魂的独特难忘气味。""]"
SF0433,节气-夏至,节气,夏至,夏,菜品,面,,夏至吃面,用户参考,ingredient,7390,,catalog_exact,"[""夏至（6月21-22日）的食俗是吃面。""]"
SF0434,节气-大寒,节气,大寒,冬,食材,葱,,杀灭人体坏菌驱散寒气,用户参考,ingredient,1,1,core_exact,"[""大寒（1月20-21日）宜吃葱，杀灭人体坏菌驱散寒气。""]"
SF0435,节气-大寒,节气,大寒,冬,食材,四季豆,,老饕私藏菜俘虏你味蕾,用户参考,ingredient,136,136,core_exact,"[""大寒（1月20-21日）宜吃四季豆，老饕私藏菜俘虏你味蕾。""]"
SF0436,节气-大寒,节气,大寒,冬,食材,土豆,,诸神的营养冬之礼,用户参考,ingredient,12,12,core_exact,"[""大寒（1月20-21日）宜吃土豆，诸神的营养冬之礼。""]"
SF0437,节气-大寒,节气,大寒,冬,食材,红豆,,寄托食欲之冬的相思,用户参考,ingredient,54,54,core_exact,"[""大寒（1月20-21日）宜吃红豆，寄托食欲之冬的相思。""]"
SF0438,节气-大寒,节气,大寒,冬,菜品,年糕,,大寒吃年糕,用户参考,ingredient,3209,,catalog_exact,"[""大寒（1月20-21日）的食俗是吃年糕。""]"
SF0439,节气-大暑,节气,大暑,夏,食材,苦瓜,,吃苦吃补的降血糖蔬食,用户参考,ingredient,265,265,core_exact,"[""大暑（7月22-24日）宜吃苦瓜，吃苦吃补的降血糖蔬食。""]"
SF0440,节气-大暑,节气,大暑,夏,食材,荔枝,,妃子也疯狂的炎夏珍珠,用户参考,ingredient,233,233,core_exact,"[""大暑（7月22-24日）宜吃荔枝，妃子也疯狂的炎夏珍珠。""]"
SF0441,节气-大暑,节气,大暑,夏,食材,西瓜,,无它不夏天的解暑良品,用户参考,ingredient,160,160,core_exact,"[""大暑（7月22-24日）宜吃西瓜，无它不夏天的解暑良品。""]"
SF0442,节气-大暑,节气,大暑,夏,食材,鸭肉,,肥美多汁的优质蛋白质,用户参考,ingredient,242,242,core_exact,"[""大暑（7月22-24日）宜吃鸭肉，肥美多汁的优质蛋白质。""]"
SF0443,节气-大暑,节气,大暑,夏,菜品,仙草,,大暑吃仙草,用户参考,dish_keyword,,,unmatched_dish_keyword,"[""大暑（7月22-24日）的食俗是吃仙草。""]"
SF0444,节气-大雪,节气,大雪,冬,食材,白萝卜,,平民老百姓的养气人参,用户参考,ingredient,63,63,core_exact,"[""大雪（12月6-8日）宜吃白萝卜，平民老百姓的养气人参。""]"
SF0445,节气-大雪,节气,大雪,冬,食材,橄榄,,轻轻品嚼苦涩也变得清甜,用户参考,ingredient,213,213,core_exact,"[""大雪（12月6-8日）宜吃橄榄，轻轻品嚼苦涩也变得清甜。""]"
SF0446,节气-大雪,节气,大雪,冬,食材,橘子,,烤过入口增添几分暖意,用户参考,ingredient,214,214,core_exact,"[""大雪（12月6-8日）宜吃橘子，烤过入口增添几分暖意。""]"
SF0447,节气-大雪,节气,大雪,冬,食材,牛肉,,暖胃补益提高机体抗病力,用户参考,ingredient,8,8,core_exact,"[""大雪（12月6-8日）宜吃牛肉，暖胃补益提高机体抗病力。""]"
SF0448,节气-大雪,节气,大雪,冬,菜品,粥,,大雪喝粥,用户参考,dish_keyword,,,dish_title_keyword,"[""大雪（12月6-8日）的食俗是喝粥。""]"
SF0449,节气-寒露,节气,寒露,秋,食材,杏仁,,白色系食材为养肺首选,用户参考,ingredient,25,25,core_exact,"[""寒露（10月8-9日）宜吃杏仁，白色系食材为养肺首选。""]"
SF0450,节气-寒露,节气,寒露,秋,食材,猕猴桃,,秋愁浓浓的微酸小清新,用户参考,ingredient,166,166,core_exact,"[""寒露（10月8-9日）宜吃猕猴桃，秋愁浓浓的微酸小清新。""]"
SF0451,节气-寒露,节气,寒露,秋,食材,覆盆子,,壮阳滋阴的男女瑰宝,用户参考,ingredient,8080,,seasonal_catalog,"[""寒露（10月8-9日）宜吃覆盆子，壮阳滋阴的男女瑰宝。""]"
SF0452,节气-寒露,节气,寒露,秋,食材,秀珍菇,,秋日快烹的下饭好菇到,用户参考,ingredient,5350,,catalog_exact,"[""寒露（10月8-9日）宜吃秀珍菇，秋日快烹的下饭好菇到。""]"
SF0453,节气-寒露,节气,寒露,秋,食材,草虾,,当季最鲜美疗愈大海味,用户参考,ingredient,501,501,core_exact,"[""寒露（10月8-9日）宜吃草虾，当季最鲜美疗愈大海味。""]"
SF0454,节气-寒露,节气,寒露,秋,菜品,芝麻,,寒露吃芝麻,用户参考,ingredient,26,26,core_exact,"[""寒露（10月8-9日）的食俗是吃芝麻。""]"
SF0455,节气-小寒,节气,小寒,冬,食材,葵花籽,,多多吃防止手脚皮肤干裂,用户参考,ingredient,8079,,seasonal_catalog,"[""小寒（1月5-7日）宜吃葵花籽，多多吃防止手脚皮肤干裂。""]"
SF0456,节气-小寒,节气,小寒,冬,食材,黑豆,,冬季刮起的黑色养生旋风,用户参考,ingredient,139,139,core_exact,"[""小寒（1月5-7日）宜吃黑豆，冬季刮起的黑色养生旋风。""]"
SF0457,节气-小寒,节气,小寒,冬,食材,鲫鱼,,清蒸或炖汤的补益鲜鱼,用户参考,ingredient,126,126,core_exact,"[""小寒（1月5-7日）宜吃鲫鱼，清蒸或炖汤的补益鲜鱼。""]"
SF0458,节气-小寒,节气,小寒,冬,食材,羊肉,,眩晕冬季的贫血补充剂,用户参考,ingredient,58,58,core_exact,"[""小寒（1月5-7日）宜吃羊肉，眩晕冬季的贫血补充剂。""]"
SF0459,节气-小寒,节气,小寒,冬,菜品,腊八粥,,小寒喝腊八粥,用户参考,dish_keyword,,,dish_title_keyword,"[""小寒（1月5-7日）的食俗是喝腊八粥。""]"
SF0460,节气-小暑,节气,小暑,夏,食材,南瓜,,饱含营养素的绵密果肉,用户参考,ingredient,30,30,core_exact,"[""小暑（7月6-8日）宜吃南瓜，饱含营养素的绵密果肉。""]"
SF0461,节气-小暑,节气,小暑,夏,食材,丝瓜,,棚架下垂吊的成长日记,用户参考,ingredient,254,254,core_exact,"[""小暑（7月6-8日）宜吃丝瓜，棚架下垂吊的成长日记。""]"
SF0462,节气-小暑,节气,小暑,夏,食材,黄花菜,,从生鲜到干燥都好好食,用户参考,ingredient,153,153,core_exact,"[""小暑（7月6-8日）宜吃黄花菜，从生鲜到干燥都好好食。""]"
SF0463,节气-小暑,节气,小暑,夏,食材,桃子,,猴屁股一般的形状很讨喜,用户参考,ingredient,267,267,core_exact,"[""小暑（7月6-8日）宜吃桃子，猴屁股一般的形状很讨喜。""]"
SF0464,节气-小暑,节气,小暑,夏,食材,鳝鱼,,夏季吃鳝鱼胜过补人参,用户参考,ingredient,533,533,core_exact,"[""小暑（7月6-8日）宜吃鳝鱼，夏季吃鳝鱼胜过补人参。""]"
SF0465,节气-小暑,节气,小暑,夏,菜品,新米,,小暑食新米,用户参考,dish_keyword,,,unmatched_dish_keyword,"[""小暑（7月6-8日）的食俗是食新米。""]"
SF0466,节气-小满,节气,小满,夏,食材,苋菜,,高铁高钙的长寿叶菜,用户参考,ingredient,327,327,core_exact,"[""小满（5月20-22日）宜吃苋菜，高铁高钙的长寿叶菜。""]"
SF0467,节气-小满,节气,小满,夏,食材,青椒,,小灯笼加速脂肪的燃烧,用户参考,ingredient,11,11,core_exact,"[""小满（5月20-22日）宜吃青椒，小灯笼加速脂肪的燃烧。""]"
SF0468,节气-小满,节气,小满,夏,食材,桑葚,,恣意享受田园好风情,用户参考,ingredient,303,303,core_exact,"[""小满（5月20-22日）宜吃桑葚，恣意享受田园好风情。""]"
SF0469,节气-小满,节气,小满,夏,食材,绿豆,,夏日消暑的必备第一品,用户参考,ingredient,94,94,core_exact,"[""小满（5月20-22日）宜吃绿豆，夏日消暑的必备第一品。""]"
SF0470,节气-小满,节气,小满,夏,菜品,苦菜,,小满吃苦菜,用户参考,ingredient,556,556,core_exact,"[""小满（5月20-22日）的食俗是吃苦菜。""]"
SF0471,节气-小雪,节气,小雪,冬,食材,芥菜,,将岁末的福气腌起来保存,用户参考,ingredient,256,256,core_exact,"[""小雪（11月22-23日）宜吃芥菜，将岁末的福气腌起来保存。""]"
SF0472,节气-小雪,节气,小雪,冬,食材,荸荠,,蔬菜水果傻傻分不清楚,用户参考,ingredient,302,302,core_exact,"[""小雪（11月22-23日）宜吃荸荠，蔬菜水果傻傻分不清楚。""]"
SF0473,节气-小雪,节气,小雪,冬,食材,木耳,,打通血液堵塞的清道夫,用户参考,ingredient,33,33,core_exact,"[""小雪（11月22-23日）宜吃木耳，打通血液堵塞的清道夫。""]"
SF0474,节气-小雪,节气,小雪,冬,食材,核桃,,增加记忆力的护脑长寿果,用户参考,ingredient,38,38,core_exact,"[""小雪（11月22-23日）宜吃核桃，增加记忆力的护脑长寿果。""]"
SF0475,节气-小雪,节气,小雪,冬,菜品,腊肉,,小雪吃腊肉,用户参考,ingredient,5933,,catalog_exact,"[""小雪（11月22-23日）的食俗是吃腊肉。""]"
SF0476,节气-惊蛰,节气,惊蛰,春,食材,胡萝卜,,打造明亮的双眸招蜂引蝶,用户参考,ingredient,6,6,core_exact,"[""惊蛰（3月5-7日）宜吃胡萝卜，打造明亮的双眸招蜂引蝶。""]"
SF0477,节气-惊蛰,节气,惊蛰,春,食材,菜花,,通便宽肠的免疫力好帮手,用户参考,ingredient,208,208,core_exact,"[""惊蛰（3月5-7日）宜吃菜花，通便宽肠的免疫力好帮手。""]"
SF0478,节气-惊蛰,节气,惊蛰,春,食材,小白菜,,深绿色蔬菜是养肝救星,用户参考,ingredient,137,137,core_exact,"[""惊蛰（3月5-7日）宜吃小白菜，深绿色蔬菜是养肝救星。""]"
SF0479,节气-惊蛰,节气,惊蛰,春,食材,开心果,,喜上眉梢免惊春雷隆隆响,用户参考,ingredient,175,175,core_exact,"[""惊蛰（3月5-7日）宜吃开心果，喜上眉梢免惊春雷隆隆响。""]"
SF0480,节气-惊蛰,节气,惊蛰,春,菜品,驴打滚,,惊蛰吃驴打滚,用户参考,dish_keyword,,,unmatched_dish_keyword,"[""惊蛰（3月5-7日）的食俗是吃驴打滚。""]"
SF0481,节气-春分,节气,春分,春,食材,菠菜,,大力水手的超级能量罐头,用户参考,ingredient,40,40,core_exact,"[""春分（3月20-22日）宜吃菠菜，大力水手的超级能量罐头。""]"
SF0482,节气-春分,节气,春分,春,食材,荠菜,,越嚼越顺口的护生野草,用户参考,ingredient,266,266,core_exact,"[""春分（3月20-22日）宜吃荠菜，越嚼越顺口的护生野草。""]"
SF0483,节气-春分,节气,春分,春,食材,豌豆,,咬一口春天的鲜嫩感,用户参考,ingredient,60,60,core_exact,"[""春分（3月20-22日）宜吃豌豆，咬一口春天的鲜嫩感。""]"
SF0484,节气-春分,节气,春分,春,食材,蚕豆,,健脑补钙聪明一整年,用户参考,ingredient,284,284,core_exact,"[""春分（3月20-22日）宜吃蚕豆，健脑补钙聪明一整年。""]"
SF0485,节气-春分,节气,春分,春,菜品,春菜,,春分吃春菜,用户参考,ingredient,3673,,catalog_exact,"[""春分（3月20-22日）的食俗是吃春菜。""]"
SF0486,节气-清明,节气,清明,春,食材,小米,,为迎接春神煮上一锅粥,用户参考,ingredient,127,127,core_exact,"[""清明（4月4-6日）宜吃小米，为迎接春神煮上一锅粥。""]"
SF0487,节气-清明,节气,清明,春,食材,香蕉,,许你快乐情绪雨季不忧郁,用户参考,ingredient,61,61,core_exact,"[""清明（4月4-6日）宜吃香蕉，许你快乐情绪雨季不忧郁。""]"
SF0488,节气-清明,节气,清明,春,食材,菊花,,清肝明目养生菊花香,用户参考,ingredient,8077,,seasonal_catalog,"[""清明（4月4-6日）宜吃菊花，清肝明目养生菊花香。""]"
SF0489,节气-清明,节气,清明,春,食材,蒜薹,,自然赠予的天然抗生素,用户参考,ingredient,258,258,core_exact,"[""清明（4月4-6日）宜吃蒜薹，自然赠予的天然抗生素。""]"
SF0490,节气-清明,节气,清明,春,菜品,青团,,清明吃青团,用户参考,dish_keyword,,,dish_title_keyword,"[""清明（4月4-6日）的食俗是吃青团。""]"
SF0491,节气-白露,节气,白露,秋,食材,大米,,五谷丰登之收获好时节,用户参考,ingredient,20,20,core_exact,"[""白露（9月7-9日）宜吃大米，五谷丰登之收获好时节。""]"
SF0492,节气-白露,节气,白露,秋,食材,木瓜,,养颜丰胸的百搭水果,用户参考,ingredient,195,195,core_exact,"[""白露（9月7-9日）宜吃木瓜，养颜丰胸的百搭水果。""]"
SF0493,节气-白露,节气,白露,秋,食材,葡萄,,皇家后院种的万能灵药,用户参考,ingredient,124,124,core_exact,"[""白露（9月7-9日）宜吃葡萄，皇家后院种的万能灵药。""]"
SF0494,节气-白露,节气,白露,秋,食材,柚子,,中秋节烤肉的抗癌好物,用户参考,ingredient,223,223,core_exact,"[""白露（9月7-9日）宜吃柚子，中秋节烤肉的抗癌好物。""]"
SF0495,节气-白露,节气,白露,秋,菜品,米酒,,白露饮米酒,用户参考,ingredient,5431,,catalog_exact,"[""白露（9月7-9日）的食俗是饮米酒。""]"
SF0496,节气-秋分,节气,秋分,秋,食材,芋头,,入口即化的优良淀粉,用户参考,ingredient,73,73,core_exact,"[""秋分（9月22-24日）宜吃芋头，入口即化的优良淀粉。""]"
SF0497,节气-秋分,节气,秋分,秋,食材,山药,,改善秋燥的补益中药材,用户参考,ingredient,85,85,core_exact,"[""秋分（9月22-24日）宜吃山药，改善秋燥的补益中药材。""]"
SF0498,节气-秋分,节气,秋分,秋,食材,莲藕,,药食同源一身都是宝,用户参考,ingredient,96,96,core_exact,"[""秋分（9月22-24日）宜吃莲藕，药食同源一身都是宝。""]"
SF0499,节气-秋分,节气,秋分,秋,食材,香菇,,养生风潮下的热门话题,用户参考,ingredient,23,23,core_exact,"[""秋分（9月22-24日）宜吃香菇，养生风潮下的热门话题。""]"
SF0500,节气-秋分,节气,秋分,秋,食材,芝麻,,银发族的保健处方,用户参考,ingredient,26,26,core_exact,"[""秋分（9月22-24日）宜吃芝麻，银发族的保健处方。""]"
