id,时间,层级,所属季节,类别,名称,内容,数据来源
KB0489,夏至,节气,夏,食材,芒果,夏至（6月21-22日）宜吃芒果，艳阳下的甜滋滋红宝石。,用户参考
KB0490,夏至,节气,夏,食材,菠萝,夏至（6月21-22日）宜吃菠萝，热带水果王好运旺旺来。,用户参考
KB0491,夏至,节气,夏,食材,榴莲,夏至（6月21-22日）宜吃榴莲，黯然销魂的独特难忘气味。,用户参考
KB0492,夏至,节气,夏,菜品,面,夏至（6月21-22日）的食俗是吃面。,用户参考
KB0493,夏至,节气,夏,食材汇总,夏至的食材,夏至（6月21-22日）的应季食材共 5 种：冬瓜、莲子、芒果、菠萝、榴莲。晕晕沉沉,用户参考
KB0494,夏至,节气,夏,菜品汇总,夏至的菜品,夏至（6月21-22日）的食俗：夏至吃面。,用户参考
KB0495,小暑,节气,夏,食材,南瓜,小暑（7月6-8日）宜吃南瓜，饱含营养素的绵密果肉。,用户参考
KB0496,小暑,节气,夏,食材,丝瓜,小暑（7月6-8日）宜吃丝瓜，棚架下垂吊的成长日记。,用户参考
KB0497,小暑,节气,夏,食材,黄花菜,小暑（7月6-8日）宜吃黄花菜，从生鲜到干燥都好好食。,用户参考
KB0498,小暑,节气,夏,食材,桃子,小暑（7月6-8日）宜吃桃子，猴屁股一般的形状很讨喜。,用户参考
KB0499,小暑,节气,夏,食材,鳝鱼,小暑（7月6-8日）宜吃鳝鱼，夏季吃鳝鱼胜过补人参。,用户参考
KB0500,小暑,节气,夏,菜品,新米,小暑（7月6-8日）的食俗是食新米。,用户参考
KB0501,小暑,节气,夏,食材汇总,小暑的食材,小暑（7月6-8日）的应季食材共 5 种：南瓜、丝瓜、黄花菜、桃子、鳝鱼。暑气逼人,用户参考
KB0502,小暑,节气,夏,菜品汇总,小暑的菜品,小暑（7月6-8日）的食俗：小暑食新米。,用户参考
KB0503,大暑,节气,夏,食材,苦瓜,大暑（7月22-24日）宜吃苦瓜，吃苦吃补的降血糖蔬食。,用户参考
KB0504,大暑,节气,夏,食材,荔枝,大暑（7月22-24日）宜吃荔枝，妃子也疯狂的炎夏珍珠。,用户参考
KB0505,大暑,节气,夏,食材,西瓜,大暑（7月22-24日）宜吃西瓜，无它不夏天的解暑良品。,用户参考
KB0506,大暑,节气,夏,食材,鸭肉,大暑（7月22-24日）宜吃鸭肉，肥美多汁的优质蛋白质。,用户参考
KB0507,大暑,节气,夏,菜品,仙草,大暑（7月22-24日）的食俗是吃仙草。,用户参考
KB0508,大暑,节气,夏,食材汇总,大暑的食材,大暑（7月22-24日）的应季食材共 4 种：苦瓜、荔枝、西瓜、鸭肉。酷热高峰,用户参考
KB0509,大暑,节气,夏,菜品汇总,大暑的菜品,大暑（7月22-24日）的食俗：大暑吃仙草。,用户参考
KB0510,立秋,节气,秋,食材,茄子,立秋（8月7-9日）宜吃茄子，秋季食疗养生第一蔬。,用户参考
KB0511,立秋,节气,秋,食材,红薯,立秋（8月7-9日）宜吃红薯，落叶土窑体验童年回忆。,用户参考
KB0512,立秋,节气,秋,食材,梨,立秋（8月7-9日）宜吃梨，止咳化痰的润肺矿泉水。,用户参考
KB0513,立秋,节气,秋,食材,柠檬,立秋（8月7-9日）宜吃柠檬，酸香清爽的坏血病克星。,用户参考
KB0514,立秋,节气,秋,食材,哈密瓜,立秋（8月7-9日）宜吃哈密瓜，秋天限定的当家甜瓜。,用户参考
KB0515,立秋,节气,秋,菜品,西瓜,立秋（8月7-9日）的食俗是啃西瓜。,用户参考
KB0516,立秋,节气,秋,食材汇总,立秋的食材,立秋（8月7-9日）的应季食材共 5 种：茄子、红薯、梨、柠檬、哈密瓜。暖凉之交,用户参考
KB0517,立秋,节气,秋,菜品汇总,立秋的菜品,立秋（8月7-9日）的食俗：立秋啃西瓜。,用户参考
KB0518,处暑,节气,秋,食材,牛奶,处暑（8月22-24日）宜吃牛奶，温温一杯暖胃顾睡眠。,用户参考
KB0519,处暑,节气,秋,食材,甘蔗,处暑（8月22-24日）宜吃甘蔗，齿颊留香的铁质仓库。,用户参考
KB0520,处暑,节气,秋,食材,龙眼,处暑（8月22-24日）宜吃龙眼，补血降虚火还你好血气。,用户参考
KB0521,处暑,节气,秋,食材,银耳,处暑（8月22-24日）宜吃银耳，延年益寿的长生不老药。,用户参考
KB0522,处暑,节气,秋,菜品,鸭子,处暑（8月22-24日）的食俗是吃鸭子。,用户参考
KB0523,处暑,节气,秋,食材汇总,处暑的食材,处暑（8月22-24日）的应季食材共 4 种：牛奶、甘蔗、龙眼、银耳。热气终止,用户参考
KB0524,处暑,节气,秋,菜品汇总,处暑的菜品,处暑（8月22-24日）的食俗：处暑吃鸭子。,用户参考
KB0525,白露,节气,秋,食材,大米,白露（9月7-9日）宜吃大米，五谷丰登之收获好时节。,用户参考
KB0526,白露,节气,秋,食材,木瓜,白露（9月7-9日）宜吃木瓜，养颜丰胸的百搭水果。,用户参考
KB0527,白露,节气,秋,食材,葡萄,白露（9月7-9日）宜吃葡萄，皇家后院种的万能灵药。,用户参考
KB0528,白露,节气,秋,食材,柚子,白露（9月7-9日）宜吃柚子，中秋节烤肉的抗癌好物。,用户参考
KB0529,白露,节气,秋,菜品,米酒,白露（9月7-9日）的食俗是饮米酒。,用户参考
KB0530,白露,节气,秋,食材汇总,白露的食材,白露（9月7-9日）的应季食材共 4 种：大米、木瓜、葡萄、柚子。露珠凝结,用户参考
KB0531,白露,节气,秋,菜品汇总,白露的菜品,白露（9月7-9日）的食俗：白露饮米酒。,用户参考
KB0532,秋分,节气,秋,食材,芋头,秋分（9月22-24日）宜吃芋头，入口即化的优良淀粉。,用户参考
KB0533,秋分,节气,秋,食材,山药,秋分（9月22-24日）宜吃山药，改善秋燥的补益中药材。,用户参考
KB0534,秋分,节气,秋,食材,莲藕,秋分（9月22-24日）宜吃莲藕，药食同源一身都是宝。,用户参考
KB0535,秋分,节气,秋,食材,香菇,秋分（9月22-24日）宜吃香菇，养生风潮下的热门话题。,用户参考
KB0536,秋分,节气,秋,食材,芝麻,秋分（9月22-24日）宜吃芝麻，银发族的保健处方。,用户参考
KB0537,秋分,节气,秋,菜品,芋饼,秋分（9月22-24日）的食俗是吃芋饼。,用户参考
KB0538,秋分,节气,秋,食材汇总,秋分的食材,秋分（9月22-24日）的应季食材共 5 种：芋头、山药、莲藕、香菇、芝麻。步入深秋,用户参考
KB0539,秋分,节气,秋,菜品汇总,秋分的菜品,秋分（9月22-24日）的食俗：秋分吃芋饼。,用户参考
KB0540,寒露,节气,秋,食材,杏仁,寒露（10月8-9日）宜吃杏仁，白色系食材为养肺首选。,用户参考
KB0541,寒露,节气,秋,食材,猕猴桃,寒露（10月8-9日）宜吃猕猴桃，秋愁浓浓的微酸小清新。,用户参考
KB0542,寒露,节气,秋,食材,覆盆子,寒露（10月8-9日）宜吃覆盆子，壮阳滋阴的男女瑰宝。,用户参考
KB0543,寒露,节气,秋,食材,秀珍菇,寒露（10月8-9日）宜吃秀珍菇，秋日快烹的下饭好菇到。,用户参考
KB0544,寒露,节气,秋,食材,草虾,寒露（10月8-9日）宜吃草虾，当季最鲜美疗愈大海味。,用户参考
KB0545,寒露,节气,秋,菜品,芝麻,寒露（10月8-9日）的食俗是吃芝麻。,用户参考
KB0546,寒露,节气,秋,食材汇总,寒露的食材,寒露（10月8-9日）的应季食材共 5 种：杏仁、猕猴桃、覆盆子、秀珍菇、草虾。寒意沁心,用户参考
KB0547,寒露,节气,秋,菜品汇总,寒露的菜品,寒露（10月8-9日）的食俗：寒露吃芝麻。,用户参考
KB0548,霜降,节气,秋,食材,柿子,霜降（10月23-24日）宜吃柿子，晒足日光浴的润肺秋礼。,用户参考
KB0549,霜降,节气,秋,食材,苹果,霜降（10月23-24日）宜吃苹果，让医生远离的伊甸园果实。,用户参考
KB0550,霜降,节气,秋,食材,黄豆,霜降（10月23-24日）宜吃黄豆，皮肤干燥的水当当法宝。,用户参考
KB0551,霜降,节气,秋,食材,蜂蜜,霜降（10月23-24日）宜吃蜂蜜，深秋的味道蜜蜂最知道。,用户参考
KB0552,霜降,节气,秋,食材,百合,霜降（10月23-24日）宜吃百合，宽心安神的食疗系花卉。,用户参考
KB0553,霜降,节气,秋,菜品,柿子,霜降（10月23-24日）的食俗是吃柿子。,用户参考
KB0554,霜降,节气,秋,食材汇总,霜降的食材,霜降（10月23-24日）的应季食材共 5 种：柿子、苹果、黄豆、蜂蜜、百合。雾气结霜,用户参考
KB0555,霜降,节气,秋,菜品汇总,霜降的菜品,霜降（10月23-24日）的食俗：霜降吃柿子。,用户参考
KB0556,立冬,节气,冬,食材,紫米,立冬（11月7-8日）宜吃紫米，温粥进补强身不畏寒。,用户参考
KB0557,立冬,节气,冬,食材,海参,立冬（11月7-8日）宜吃海参，海中珍品抵御寒冷来袭。,用户参考
KB0558,立冬,节气,冬,食材,栗子,立冬（11月7-8日）宜吃栗子，路边摊弥漫的爆炒焦香味。,用户参考
KB0559,立冬,节气,冬,食材,松子,立冬（11月7-8日）宜吃松子，不饱和脂肪酸代谢脑废物。,用户参考
KB0560,立冬,节气,冬,菜品,鸡汤,立冬（11月7-8日）的食俗是喝鸡汤。,用户参考
KB0561,立冬,节气,冬,食材汇总,立冬的食材,立冬（11月7-8日）的应季食材共 4 种：紫米、海参、栗子、松子。收割贮藏,用户参考
KB0562,立冬,节气,冬,菜品汇总,立冬的菜品,立冬（11月7-8日）的食俗：立冬喝鸡汤。,用户参考
KB0563,小雪,节气,冬,食材,芥菜,小雪（11月22-23日）宜吃芥菜，将岁末的福气腌起来保存。,用户参考
KB0564,小雪,节气,冬,食材,荸荠,小雪（11月22-23日）宜吃荸荠，蔬菜水果傻傻分不清楚。,用户参考
KB0565,小雪,节气,冬,食材,木耳,小雪（11月22-23日）宜吃木耳，打通血液堵塞的清道夫。,用户参考
KB0566,小雪,节气,冬,食材,核桃,小雪（11月22-23日）宜吃核桃，增加记忆力的护脑长寿果。,用户参考
KB0567,小雪,节气,冬,菜品,腊肉,小雪（11月22-23日）的食俗是吃腊肉。,用户参考
KB0568,小雪,节气,冬,食材汇总,小雪的食材,小雪（11月22-23日）的应季食材共 4 种：芥菜、荸荠、木耳、核桃。阴冷晦暗,用户参考
KB0569,小雪,节气,冬,菜品汇总,小雪的菜品,小雪（11月22-23日）的食俗：小雪吃腊肉。,用户参考
KB0570,大雪,节气,冬,食材,白萝卜,大雪（12月6-8日）宜吃白萝卜，平民老百姓的养气人参。,用户参考
KB0571,大雪,节气,冬,食材,橄榄,大雪（12月6-8日）宜吃橄榄，轻轻品嚼苦涩也变得清甜。,用户参考
KB0572,大雪,节气,冬,食材,橘子,大雪（12月6-8日）宜吃橘子，烤过入口增添几分暖意。,用户参考
KB0573,大雪,节气,冬,食材,牛肉,大雪（12月6-8日）宜吃牛肉，暖胃补益提高机体抗病力。,用户参考
KB0574,大雪,节气,冬,菜品,粥,大雪（12月6-8日）的食俗是喝粥。,用户参考
KB0575,大雪,节气,冬,食材汇总,大雪的食材,大雪（12月6-8日）的应季食材共 4 种：白萝卜、橄榄、橘子、牛肉。冷若雪团,用户参考
KB0576,大雪,节气,冬,菜品汇总,大雪的菜品,大雪（12月6-8日）的食俗：大雪喝粥。,用户参考
KB0577,冬至,节气,冬,食材,黑米,冬至（12月21-23日）宜吃黑米，暖呼呼的黑色补肾米。,用户参考
KB0578,冬至,节气,冬,食材,茼蒿,冬至（12月21-23日）宜吃茼蒿，迷魂香气征服各式火锅。,用户参考
KB0579,冬至,节气,冬,食材,大白菜,冬至（12月21-23日）宜吃大白菜，围炉煲汤的翠玉佳蔬。,用户参考
KB0580,冬至,节气,冬,食材,橙子,冬至（12月21-23日）宜吃橙子，黄澄澄的佳果老少咸宜。,用户参考
KB0581,冬至,节气,冬,菜品,饺子,冬至（12月21-23日）的食俗是吃饺子。,用户参考
KB0582,冬至,节气,冬,食材汇总,冬至的食材,冬至（12月21-23日）的应季食材共 4 种：黑米、茼蒿、大白菜、橙子。阴阳交替,用户参考
KB0583,冬至,节气,冬,菜品汇总,冬至的菜品,冬至（12月21-23日）的食俗：冬至吃饺子。,用户参考
KB0584,小寒,节气,冬,食材,葵花籽,小寒（1月5-7日）宜吃葵花籽，多多吃防止手脚皮肤干裂。,用户参考
KB0585,小寒,节气,冬,食材,黑豆,小寒（1月5-7日）宜吃黑豆，冬季刮起的黑色养生旋风。,用户参考
KB0586,小寒,节气,冬,食材,鲫鱼,小寒（1月5-7日）宜吃鲫鱼，清蒸或炖汤的补益鲜鱼。,用户参考
KB0587,小寒,节气,冬,食材,羊肉,小寒（1月5-7日）宜吃羊肉，眩晕冬季的贫血补充剂。,用户参考
KB0588,小寒,节气,冬,菜品,腊八粥,小寒（1月5-7日）的食俗是喝腊八粥。,用户参考
KB0589,小寒,节气,冬,食材汇总,小寒的食材,小寒（1月5-7日）的应季食材共 4 种：葵花籽、黑豆、鲫鱼、羊肉。寒邪入侵,用户参考
KB0590,小寒,节气,冬,菜品汇总,小寒的菜品,小寒（1月5-7日）的食俗：小寒喝腊八粥。,用户参考
KB0591,大寒,节气,冬,食材,葱,大寒（1月20-21日）宜吃葱，杀灭人体坏菌驱散寒气。,用户参考
KB0592,大寒,节气,冬,食材,四季豆,大寒（1月20-21日）宜吃四季豆，老饕私藏菜俘虏你味蕾。,用户参考
KB0593,大寒,节气,冬,食材,土豆,大寒（1月20-21日）宜吃土豆，诸神的营养冬之礼。,用户参考
KB0594,大寒,节气,冬,食材,红豆,大寒（1月20-21日）宜吃红豆，寄托食欲之冬的相思。,用户参考
KB0595,大寒,节气,冬,菜品,年糕,大寒（1月20-21日）的食俗是吃年糕。,用户参考
KB0596,大寒,节气,冬,食材汇总,大寒的食材,大寒（1月20-21日）的应季食材共 4 种：葱、四季豆、土豆、红豆。养精蓄锐,用户参考
KB0597,大寒,节气,冬,菜品汇总,大寒的菜品,大寒（1月20-21日）的食俗：大寒吃年糕。,用户参考
KB0598,春节,节日,春,菜品,饺子,春节（农历正月初一）的传统菜品有饺子。,常识草稿
KB0599,春节,节日,春,菜品,年糕,春节（农历正月初一）的传统菜品有年糕。,常识草稿
KB0600,春节,节日,春,食材,鱼,春节（农历正月初一）的传统食材有鱼。,常识草稿
KB0601,春节,节日,春,汇总,春节的应季食品,春节（农历正月初一）：年夜团圆饭，吃饺子、年糕、鱼。传统食品有：饺子、年糕、鱼。,常识草稿
KB0602,元宵节,节日,春,菜品,汤圆,元宵节（农历正月十五）的传统菜品有汤圆。,常识草稿
KB0603,元宵节,节日,春,菜品,元宵,元宵节（农历正月十五）的传统菜品有元宵。,常识草稿
KB0604,元宵节,节日,春,汇总,元宵节的应季食品,元宵节（农历正月十五）：吃汤圆、元宵，赏花灯。传统食品有：汤圆、元宵。,常识草稿
KB0605,龙抬头,节日,春,菜品,春饼,龙抬头（农历二月初二）的传统菜品有春饼。,常识草稿
KB0606,龙抬头,节日,春,食材,猪头肉,龙抬头（农历二月初二）的传统食材有猪头肉。,常识草稿
KB0607,龙抬头,节日,春,菜品,龙须面,龙抬头（农历二月初二）的传统菜品有龙须面。,常识草稿
KB0608,龙抬头,节日,春,汇总,龙抬头的应季食品,龙抬头（农历二月初二）：吃春饼、猪头肉、龙须面。传统食品有：春饼、猪头肉、龙须面。,常识草稿
KB0609,寒食节,节日,春,菜品,青团,寒食节（清明前1-2日）的传统菜品有青团。,常识草稿
KB0610,寒食节,节日,春,汇总,寒食节的应季食品,寒食节（清明前1-2日）：禁火吃冷食，江南吃青团。传统食品有：青团。,常识草稿
KB0611,端午节,节日,夏,菜品,粽子,端午节（农历五月初五）的传统菜品有粽子。,常识草稿
KB0612,端午节,节日,夏,食材,艾草,端午节（农历五月初五）的传统食材有艾草。,常识草稿
KB0613,端午节,节日,夏,汇总,端午节的应季食品,端午节（农历五月初五）：吃粽子，挂艾草、菖蒲。传统食品有：粽子、艾草。,常识草稿
KB0614,七夕节,节日,秋,菜品,巧果,七夕节（农历七月初七）的传统菜品有巧果。,常识草稿
KB0615,七夕节,节日,秋,菜品,面食,七夕节（农历七月初七）的传统菜品有面食。,常识草稿
KB0616,七夕节,节日,秋,汇总,七夕节的应季食品,七夕节（农历七月初七）：吃巧果、面食。传统食品有：巧果、面食。,常识草稿
KB0617,中元节,节日,秋,食材,鸭子,中元节（农历七月十五）的传统食材有鸭子。,常识草稿
KB0618,中元节,节日,秋,汇总,中元节的应季食品,中元节（农历七月十五）：吃鸭子。传统食品有：鸭子。,常识草稿
KB0619,中秋节,节日,秋,菜品,月饼,中秋节（农历八月十五）的传统菜品有月饼。,常识草稿
KB0620,中秋节,节日,秋,食材,螃蟹,中秋节（农历八月十五）的传统食材有螃蟹。,常识草稿
KB0621,中秋节,节日,秋,食材,芋头,中秋节（农历八月十五）的传统食材有芋头。,常识草稿
KB0622,中秋节,节日,秋,食材,桂花,中秋节（农历八月十五）的传统食材有桂花。,常识草稿
KB0623,中秋节,节日,秋,汇总,中秋节的应季食品,中秋节（农历八月十五）：吃月饼、螃蟹、芋头，饮桂花酒。传统食品有：月饼、螃蟹、芋头、桂花。,常识草稿
KB0624,重阳节,节日,秋,食材,菊花,重阳节（农历九月初九）的传统食材有菊花。,常识草稿
KB0625,重阳节,节日,秋,菜品,重阳糕,重阳节（农历九月初九）的传统菜品有重阳糕。,常识草稿
KB0626,重阳节,节日,秋,汇总,重阳节的应季食品,重阳节（农历九月初九）：登高，饮菊花酒，吃重阳糕。传统食品有：菊花、重阳糕。,常识草稿
KB0627,腊八节,节日,冬,菜品,腊八粥,腊八节（农历腊月初八）的传统菜品有腊八粥。,常识草稿
KB0628,腊八节,节日,冬,菜品,腊八蒜,腊八节（农历腊月初八）的传统菜品有腊八蒜。,常识草稿
KB0629,腊八节,节日,冬,汇总,腊八节的应季食品,腊八节（农历腊月初八）：喝腊八粥，腌腊八蒜。传统食品有：腊八粥、腊八蒜。,常识草稿
KB0630,小年,节日,冬,菜品,糖瓜,小年（农历腊月廿三）的传统菜品有糖瓜。,常识草稿
KB0631,小年,节日,冬,菜品,饺子,小年（农历腊月廿三）的传统菜品有饺子。,常识草稿
KB0632,小年,节日,冬,汇总,小年的应季食品,小年（农历腊月廿三）：祭灶，吃糖瓜、饺子。传统食品有：糖瓜、饺子。,常识草稿
KB0633,除夕,节日,冬,菜品,饺子,除夕（农历腊月最后一天）的传统菜品有饺子。,常识草稿
KB0634,除夕,节日,冬,食材,鱼,除夕（农历腊月最后一天）的传统食材有鱼。,常识草稿
KB0635,除夕,节日,冬,菜品,年糕,除夕（农历腊月最后一天）的传统菜品有年糕。,常识草稿
KB0636,除夕,节日,冬,汇总,除夕的应季食品,除夕（农历腊月最后一天）：年夜饭，吃饺子、鱼、年糕。传统食品有：饺子、鱼、年糕。,常识草稿
